CPU Level,GPU Level,CPU Frequency (MHz),GPU Frequency (MHz),FPS,Prd,Tear,Early,Stale,Stale2/5/10/max,VSnc,Lat,Fov,OC,TA,SP,Mem,Free,PLS,Temp,TW,App,GD,CPU&GPU,LCnt,GPU%,CPU%,DSF,CFL,ICFLp95,LD,SF,LP,DVFS,timestamp,device,app,app_details,is_record,is_wireless,repetition
3,4,1382,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1804MHz,8213,0,30.2C/0.0C,4.27ms,2.32ms,0.26ms,13.13ms,4(DR0,0.51,0.05(W0.10),1.00,19.11/23.93,22.09,1,1.21,0,0,15:41:20.209,Quest-Pro,BeatSaber,PopStars-Hard,False,True,0.1
3,4,1382,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1804MHz,8213,0,30.2C/0.0C,4.28ms,2.35ms,0.26ms,13.13ms,4(DR0,0.52,0.11(W0.14),1.00,19.06/24.15,22.16,1,1.21,0,0,15:41:21.209,Quest-Pro,BeatSaber,PopStars-Hard,False,True,0.1
3,4,1382,525,73,0ms,0,0,2,1/0/0/2,1,0,0,FF,0/70/0,N/F/N,2092MHz,8213,0,30.2C/0.0C,4.27ms,2.26ms,0.26ms,13.82ms,4(DR0,0.50,0.14(W0.19),1.00,18.89/25.19,24.01,1,1.21,0,0,15:41:22.209,Quest-Pro,BeatSaber,PopStars-Hard,False,True,0.1
3,4,1382,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,2092MHz,8213,0,30.5C/0.0C,4.27ms,2.22ms,0.26ms,13.87ms,4(DR0,0.51,0.07(W0.10),1.00,20.68/26.36,24.12,1,1.21,0,0,15:41:23.209,Quest-Pro,BeatSaber,PopStars-Hard,False,True,0.1
3,4,1382,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,2092MHz,8213,0,30.5C/0.0C,4.40ms,2.18ms,0.26ms,13.87ms,4(DR0,0.51,0.15(W0.25),1.00,19.80/24.15,22.87,1,1.21,0,0,15:41:24.210,Quest-Pro,BeatSaber,PopStars-Hard,False,True,0.1
3,4,1382,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,2092MHz,8213,0,30.5C/0.0C,4.26ms,2.30ms,0.26ms,13.87ms,4(DR0,0.51,0.19(W0.25),1.00,19.61/23.11,22.19,1,1.21,0,0,15:41:25.210,Quest-Pro,BeatSaber,PopStars-Hard,False,True,0.1
3,4,1382,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,2092MHz,8213,0,30.5C/0.0C,4.25ms,2.29ms,0.26ms,13.87ms,4(DR0,0.51,0.11(W0.14),1.00,19.40/24.33,22.35,1,1.21,0,0,15:41:26.210,Quest-Pro,BeatSaber,PopStars-Hard,False,True,0.1
3,4,1382,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,2092MHz,8213,0,30.5C/0.0C,4.25ms,2.30ms,0.26ms,13.87ms,4(DR0,0.52,0.10(W0.14),1.00,19.12/23.71,22.19,1,1.21,0,0,15:41:27.210,Quest-Pro,BeatSaber,PopStars-Hard,False,True,0.1
3,4,1382,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,2092MHz,8213,0,30.5C/0.0C,4.25ms,2.40ms,0.26ms,13.87ms,4(DR0,0.52,0.13(W0.23),1.00,18.89/24.16,22.28,1,1.21,0,0,15:41:28.210,Quest-Pro,BeatSaber,PopStars-Hard,False,True,0.1
3,4,1382,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,2092MHz,8223,0,30.5C/0.0C,4.25ms,2.46ms,0.26ms,13.86ms,4(DR0,0.52,0.10(W0.15),1.00,19.03/24.49,22.22,1,1.21,0,0,15:41:29.218,Quest-Pro,BeatSaber,PopStars-Hard,False,True,0.1
3,4,1382,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,2092MHz,8223,0,30.5C/0.0C,4.23ms,2.50ms,0.26ms,13.86ms,4(DR0,0.52,0.20(W0.26),1.00,18.82/24.02,22.14,1,1.21,0,0,15:41:30.210,Quest-Pro,BeatSaber,PopStars-Hard,False,True,0.1
3,4,1382,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,2092MHz,8223,0,30.5C/0.0C,4.22ms,2.43ms,0.26ms,13.87ms,4(DR0,0.52,0.13(W0.14),1.00,18.80/23.41,22.14,1,1.21,0,0,15:41:31.210,Quest-Pro,BeatSaber,PopStars-Hard,False,True,0.1
3,4,1382,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,2092MHz,8223,0,30.5C/0.0C,4.39ms,2.24ms,0.26ms,13.86ms,4(DR0,0.52,0.17(W0.26),1.00,18.95/22.83,21.79,1,1.21,0,0,15:41:32.211,Quest-Pro,BeatSaber,PopStars-Hard,False,True,0.1
3,4,1382,525,73,0ms,0,0,2,1/0/0/2,1,0,0,FF,0/70/0,N/F/N,2092MHz,8223,0,30.5C/0.0C,4.10ms,2.50ms,0.26ms,13.83ms,4(DR0,0.51,0.13(W0.19),1.00,18.88/26.01,23.21,1,1.21,0,0,15:41:33.211,Quest-Pro,BeatSaber,PopStars-Hard,False,True,0.1
3,4,1382,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,2092MHz,8223,0,30.5C/0.0C,4.23ms,2.42ms,0.26ms,13.87ms,4(DR0,0.52,0.10(W0.19),1.00,20.81/24.74,23.83,1,1.21,0,0,15:41:34.211,Quest-Pro,BeatSaber,PopStars-Hard,False,True,0.1
