interface,received-bytes,received-packets,received-errs,received-drop,received-fifo,received-frame,received-compressed,received-multicast,sent-bytes,sent-packets,sent-errs,sent-drop,sent-fifo,sent-colls,sent-carrier,sent-compressed,device,app,app_details,is_record,is_wireless,repetition
p2p-wlan0-0,26269405,463359,0,0,0,0,0,31,1401999048,933381,0,325,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,66334331954,50894676,0,0,0,0,0,12779,4329593670,12788945,0,4528,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,26419897,466254,0,0,0,0,0,31,1410720797,939182,0,326,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,66339967791,50903682,0,0,0,0,0,12791,4333540839,12795461,0,4530,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,26419897,466254,0,0,0,0,0,31,1410720797,939182,0,326,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,66347349468,50915782,0,0,0,0,0,12841,4340678979,12805034,0,4532,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,26419897,466254,0,0,0,0,0,31,1410720797,939182,0,326,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,66348891857,50918468,0,0,0,0,0,12841,4342577299,12807372,0,4532,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,26419897,466254,0,0,0,0,0,31,1410720797,939182,0,326,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,66352806896,50924384,0,0,0,0,0,12884,4346408524,12812154,0,4533,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,26419897,466254,0,0,0,0,0,31,1410720797,939182,0,326,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,66358347695,50933276,0,0,0,0,0,12895,4351949241,12819398,0,4536,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,26419897,466254,0,0,0,0,0,31,1410720797,939182,0,326,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,66363436599,50941469,0,0,0,0,0,12930,4357085294,12826019,0,4539,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,26419897,466254,0,0,0,0,0,31,1410720797,939182,0,326,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,66369632049,50950827,0,0,0,0,0,12952,4364035843,12834061,0,4542,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,26569657,469134,0,0,0,0,0,31,1419427622,944990,0,328,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,66379079216,50965136,0,0,0,0,0,13006,4372091724,12844735,0,4545,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,26569713,469136,0,0,0,0,0,31,1419427706,944992,0,328,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,66384630475,50974478,0,0,0,0,0,13040,4375997227,12851319,0,4545,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,26569713,469136,0,0,0,0,0,31,1419427706,944992,0,328,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,66388099967,50979348,0,0,0,0,0,13052,4379227854,12855351,0,4546,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,26681241,471279,0,0,0,0,0,31,1425900036,949286,0,330,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,66391189999,50984535,0,0,0,0,0,13062,4382341954,12859589,0,4547,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,26769180,472080,0,0,0,0,0,31,1428146032,950798,0,330,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,66395872194,50992078,0,0,0,0,0,13113,4387618600,12866022,0,4548,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,26769180,472080,0,0,0,0,0,31,1428146032,950798,0,330,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,66403598412,51000723,0,0,0,0,0,13134,4392429945,12872314,0,4548,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,26769180,472080,0,0,0,0,0,31,1428146032,950798,0,330,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,66409914377,51005783,0,0,0,0,0,13156,4394472408,12875364,0,4548,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,26769180,472080,0,0,0,0,0,31,1428146032,950798,0,330,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,66419013769,51013825,0,0,0,0,0,13177,4398211219,12880607,0,4551,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,26769180,472080,0,0,0,0,0,31,1428146032,950798,0,330,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,66430095970,51024974,0,0,0,0,0,13210,4403711242,12888286,0,4554,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,26769180,472080,0,0,0,0,0,31,1428146032,950798,0,330,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,66435492500,51030440,0,0,0,0,0,13233,4408051881,12892802,0,4555,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,26769180,472080,0,0,0,0,0,31,1428146032,950798,0,330,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,66444284428,51040160,0,0,0,0,0,13259,4414053383,12900098,0,4560,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,26929512,475164,0,0,0,0,0,31,1437491969,957005,0,332,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,66448169501,51046112,0,0,0,0,0,13280,4417869056,12905003,0,4560,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,26929512,475164,0,0,0,0,0,31,1437491969,957005,0,332,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,66452650850,51053461,0,0,0,0,0,13295,4421988209,12910883,0,4562,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,26929512,475164,0,0,0,0,0,31,1437491969,957005,0,332,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,66457929898,51062110,0,0,0,0,0,13341,4426271022,12917440,0,4563,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,26929512,475164,0,0,0,0,0,31,1437491969,957005,0,332,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,66462918958,51069156,0,0,0,0,0,13355,4432179990,12923914,0,4563,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,26929512,475164,0,0,0,0,0,31,1437491969,957005,0,332,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,66467074534,51075762,0,0,0,0,0,13380,4436217824,12929273,0,4565,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,26929512,475164,0,0,0,0,0,31,1437491969,957005,0,332,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,66471900827,51083961,0,0,0,0,0,13405,4442898679,12936736,0,4566,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,26929512,475164,0,0,0,0,0,31,1437491969,957005,0,332,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2395059,44647,0,0,0,0,0,24,137906808,91820,0,26,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1596870445,1218603,0,0,0,0,0,535,118029076,325838,0,137,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2395059,44647,0,0,0,0,0,24,137906808,91820,0,26,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1604927506,1225262,0,0,0,0,0,569,121108046,329966,0,137,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2395059,44647,0,0,0,0,0,24,137906808,91820,0,26,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1612349165,1231238,0,0,0,0,0,579,123800263,333744,0,137,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2395059,44647,0,0,0,0,0,24,137906808,91820,0,26,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1626686358,1245767,0,0,0,0,0,614,131795682,343940,0,138,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2395059,44647,0,0,0,0,0,24,137906808,91820,0,26,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1634143942,1252644,0,0,0,0,0,625,136176964,349099,0,139,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2505110,45977,0,0,0,0,0,24,141728555,94409,0,27,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1642650528,1260628,0,0,0,0,0,660,140950578,354745,0,139,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2505110,45977,0,0,0,0,0,24,141728555,94409,0,27,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1651146799,1268400,0,0,0,0,0,672,146514378,360372,0,140,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2505110,45977,0,0,0,0,0,24,141728555,94409,0,27,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1659708053,1276110,0,0,0,0,0,717,151489124,365664,0,141,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2505110,45977,0,0,0,0,0,24,141728555,94409,0,27,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1668942954,1283063,0,0,0,0,0,735,153289648,369089,0,141,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2516914,46204,0,0,0,0,0,24,142440230,94880,0,27,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1675142878,1288433,0,0,0,0,0,758,156362926,372519,0,141,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2570294,47231,0,0,0,0,0,24,145513347,96911,0,29,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1686903384,1299043,0,0,0,0,0,777,163749375,380208,0,142,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2570294,47231,0,0,0,0,0,24,145513347,96911,0,29,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1698477665,1308836,0,0,0,0,0,812,168995448,386528,0,142,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2570294,47231,0,0,0,0,0,24,145513347,96911,0,29,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1707102816,1316870,0,0,0,0,0,820,174068428,392686,0,143,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2636230,48499,0,0,0,0,0,24,149361056,99483,0,29,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1713841724,1323273,0,0,0,0,0,862,178551356,397581,0,145,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2636258,48500,0,0,0,0,0,24,149361098,99484,0,29,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1721727713,1329937,0,0,0,0,0,870,182011843,402001,0,145,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2636258,48500,0,0,0,0,0,24,149361098,99484,0,29,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1730943960,1337652,0,0,0,0,0,891,185507505,406871,0,145,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2636258,48500,0,0,0,0,0,24,149361098,99484,0,29,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1740594764,1346898,0,0,0,0,0,916,191925563,414094,0,146,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2751315,49812,0,0,0,0,0,24,153193804,102042,0,29,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1747389663,1353188,0,0,0,0,0,957,195925267,418722,0,148,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2751315,49812,0,0,0,0,0,24,153193804,102042,0,29,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1762036323,1365563,0,0,0,0,0,968,202828224,426645,0,148,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2751315,49812,0,0,0,0,0,24,153193804,102042,0,29,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1763682406,1367136,0,0,0,0,0,988,203846220,427823,0,148,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2751315,49812,0,0,0,0,0,24,153193804,102042,0,29,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1775249589,1377593,0,0,0,0,0,1004,210963476,435335,0,149,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2816555,51067,0,0,0,0,0,25,157011989,104567,0,29,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1791246858,1390756,0,0,0,0,0,1047,217054915,443386,0,152,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2816555,51067,0,0,0,0,0,25,157011989,104567,0,29,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1801150145,1399178,0,0,0,0,0,1059,221754547,449093,0,153,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2816555,51067,0,0,0,0,0,25,157011989,104567,0,29,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1811742496,1407857,0,0,0,0,0,1110,225823647,454339,0,154,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2881919,52324,0,0,0,0,0,25,160828549,107089,0,30,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1823335184,1417513,0,0,0,0,0,1138,230799437,460449,0,156,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2881947,52325,0,0,0,0,0,25,160828591,107090,0,30,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1831036355,1424017,0,0,0,0,0,1147,234281527,464705,0,156,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2881947,52325,0,0,0,0,0,25,160828591,107090,0,30,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1844495653,1435680,0,0,0,0,0,1182,241243652,472567,0,156,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2882003,52326,0,0,0,0,0,26,160828661,107091,0,30,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1851169086,1441573,0,0,0,0,0,1191,244977318,476715,0,156,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2882003,52326,0,0,0,0,0,26,160828661,107091,0,30,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1859687137,1448693,0,0,0,0,0,1203,248664839,481214,0,158,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2947863,53593,0,0,0,0,0,26,164678976,109637,0,31,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1867561516,1455480,0,0,0,0,0,1235,252541310,485692,0,159,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2947863,53593,0,0,0,0,0,26,164678976,109637,0,31,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1882309030,1469199,0,0,0,0,0,1282,262754746,495939,0,160,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2947863,53593,0,0,0,0,0,26,164678976,109637,0,31,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1893123634,1478172,0,0,0,0,0,1298,267292270,501539,0,163,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2947863,53593,0,0,0,0,0,26,164678976,109637,0,31,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1932076695,1512461,0,0,0,0,0,1424,289090448,525228,0,168,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2947863,53593,0,0,0,0,0,26,164678976,109637,0,31,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1959210122,1535309,0,0,0,0,0,1482,301688606,539982,0,171,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2947863,53593,0,0,0,0,0,26,164678976,109637,0,31,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1975710006,1548986,0,0,0,0,0,1520,308771595,548485,0,172,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2947863,53593,0,0,0,0,0,26,164678976,109637,0,31,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1980450095,1553528,0,0,0,0,0,1550,312211633,552051,0,172,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2947863,53593,0,0,0,0,0,26,164678976,109637,0,31,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,1992086218,1563256,0,0,0,0,0,1579,317222380,558923,0,172,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2947863,53593,0,0,0,0,0,26,164678976,109637,0,31,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,2002034805,1573775,0,0,0,0,0,1605,321810830,566333,0,174,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2947863,53593,0,0,0,0,0,26,164678976,109637,0,31,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,2004688367,1579119,0,0,0,0,0,1628,323702265,570160,0,174,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2947863,53593,0,0,0,0,0,26,164678976,109637,0,31,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,2007115329,1584373,0,0,0,0,0,1654,327144011,574631,0,175,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2947863,53593,0,0,0,0,0,26,164678976,109637,0,31,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,2010134969,1589707,0,0,0,0,0,1662,331140292,579422,0,177,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2947863,53593,0,0,0,0,0,26,164678976,109637,0,31,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,2013929435,1597988,0,0,0,0,0,1684,336404894,586400,0,179,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
p2p-wlan0-0,2947863,53593,0,0,0,0,0,26,164678976,109637,0,31,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
wlan0,2018067101,1605777,0,0,0,0,0,1714,340640423,592550,0,179,0,0,0,0,clumsy-dropchance-0.05,Quest-Pro,BeatSaber,False,False,PopStars-Medium
