CPU Level,GPU Level,CPU Frequency (MHz),GPU Frequency (MHz),FPS,Prd,Tear,Early,Stale,Stale2/5/10/max,VSnc,Lat,Fov,OC,TA,SP,Mem,Free,PLS,Temp,TW,App,GD,CPU&GPU,LCnt,GPU%,CPU%,DSF,CFL,ICFLp95,LD,SF,LP,DVFS,timestamp,device,app,app_details,is_record,is_wireless,repetition
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2763,0,43.0C/0.0C,3.37ms,0.83ms,0.28ms,13.90ms,2(DR0,0.34,0.20(W0.23),1.00,15.99/21.29,19.20,0,1.21,0,0,00:48:05.048,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2763,0,43.0C/0.0C,3.36ms,0.87ms,0.27ms,13.90ms,2(DR0,0.34,0.14(W0.18),1.00,15.36/21.16,19.20,0,1.21,0,0,00:48:06.048,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2763,0,43.0C/0.0C,3.37ms,0.87ms,0.27ms,13.91ms,2(DR0,0.35,0.13(W0.14),1.00,15.81/21.27,19.29,0,1.21,0,0,00:48:07.048,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,2763,0,42.7C/0.0C,3.38ms,0.87ms,0.27ms,13.90ms,2(DR0,0.34,0.21(W0.25),1.00,15.69/21.25,19.13,0,1.21,0,0,00:48:08.048,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,2763,0,42.7C/0.0C,3.38ms,0.87ms,0.29ms,13.90ms,2(DR0,0.34,0.22(W0.25),1.00,15.92/21.04,19.14,0,1.21,0,0,00:48:09.048,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,1,0/0/0/1,1,0,0,FF,0/70/0,N/F/N,1353MHz,2763,0,42.7C/0.0C,3.38ms,0.87ms,0.28ms,13.94ms,2(DR0,0.35,0.15(W0.25),1.00,15.57/21.67,19.28,0,1.21,0,0,00:48:10.048,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2763,0,42.7C/0.0C,3.26ms,0.87ms,0.27ms,13.91ms,2(DR0,0.34,0.41(W0.55),1.00,15.64/21.50,19.42,0,1.21,0,0,00:48:11.048,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,1,0/0/0/1,1,0,0,FF,0/70/0,N/F/N,1353MHz,2763,0,42.7C/0.0C,3.20ms,0.83ms,0.28ms,13.91ms,2(DR0,0.33,0.29(W0.30),1.00,15.93/21.87,19.25,0,1.21,0,0,00:48:12.048,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,2,1/0/0/2,1,0,0,FF,0/70/0,N/F/N,1353MHz,2763,0,42.7C/0.0C,3.22ms,0.88ms,0.27ms,13.91ms,2(DR0,0.33,0.30(W0.38),1.00,15.42/21.27,19.07,0,1.21,0,0,00:48:13.048,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,1,0/0/0/1,1,0,0,FF,0/70/0,N/F/N,1555MHz,2763,0,42.7C/0.0C,3.21ms,0.88ms,0.27ms,13.94ms,2(DR0,0.33,0.20(W0.22),1.00,15.36/21.09,18.96,0,1.21,0,0,00:48:14.048,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,1,0/0/0/1,1,0,0,FF,0/70/0,N/F/N,1555MHz,2763,0,42.7C/0.0C,3.23ms,0.83ms,0.27ms,13.91ms,2(DR0,0.33,0.16(W0.26),1.00,15.42/21.44,19.09,0,1.21,0,0,00:48:15.049,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,2763,0,42.7C/0.0C,3.26ms,1.06ms,0.27ms,13.90ms,2(DR0,0.35,0.19(W0.26),1.00,15.20/21.68,18.98,0,1.21,0,0,00:48:16.049,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,2763,0,42.7C/0.0C,3.32ms,1.06ms,0.27ms,13.90ms,2(DR0,0.35,0.33(W0.43),1.00,15.83/21.58,19.29,0,1.21,0,0,00:48:17.049,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2763,0,42.7C/0.0C,3.37ms,0.95ms,0.27ms,13.90ms,2(DR0,0.37,0.12(W0.21),1.00,15.84/21.61,19.36,0,1.21,0,0,00:48:18.049,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2763,0,42.7C/0.0C,3.32ms,1.05ms,0.27ms,13.91ms,2(DR0,0.35,0.34(W0.36),1.00,16.05/21.49,19.38,0,1.21,0,0,00:48:19.049,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2756,0,42.7C/0.0C,3.26ms,0.91ms,0.27ms,13.90ms,2(DR0,0.34,0.23(W0.29),1.00,15.75/21.44,19.37,0,1.21,0,0,00:48:20.055,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,1,0/0/0/1,1,0,0,FF,0/70/0,N/F/N,1555MHz,2756,0,42.7C/0.0C,3.22ms,0.88ms,0.28ms,13.91ms,2(DR0,0.34,0.28(W0.38),1.00,15.55/21.33,19.20,0,1.21,0,0,00:48:21.049,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,2756,0,42.7C/0.0C,3.36ms,1.07ms,0.27ms,13.90ms,2(DR0,0.36,0.23(W0.30),1.00,15.61/21.17,19.13,0,1.21,0,0,00:48:22.049,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,1,0/0/0/1,1,0,0,FF,0/70/0,N/F/N,1353MHz,2756,0,42.7C/0.0C,3.46ms,1.07ms,0.28ms,13.94ms,2(DR0,0.37,0.19(W0.27),1.00,15.75/21.27,19.17,0,1.21,0,0,00:48:23.049,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,2756,0,42.7C/0.0C,3.39ms,1.07ms,0.27ms,13.90ms,2(DR0,0.36,0.26(W0.35),1.00,15.62/21.39,19.29,0,1.21,0,0,00:48:24.049,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,3,0/0/0/1,1,0,0,FF,0/70/0,N/F/N,1804MHz,2756,0,42.7C/0.0C,3.44ms,1.13ms,0.27ms,13.98ms,2(DR0,0.37,0.24(W0.33),1.00,15.72/21.75,19.45,0,1.21,0,0,00:48:25.049,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1804MHz,2756,0,42.7C/0.0C,3.51ms,1.10ms,0.27ms,13.90ms,2(DR0,0.37,0.30(W0.36),1.00,15.85/21.83,19.39,0,1.21,0,0,00:48:26.049,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1804MHz,2756,0,42.7C/0.0C,3.48ms,1.12ms,0.27ms,13.90ms,2(DR0,0.37,0.34(W0.36),1.00,15.73/21.29,19.17,0,1.21,0,0,00:48:27.049,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,1,0/0/0/1,1,0,0,FF,0/70/0,N/F/N,1804MHz,2756,0,42.7C/0.0C,3.47ms,1.09ms,0.28ms,13.95ms,2(DR0,0.37,0.18(W0.23),1.00,15.44/21.45,19.25,0,1.21,0,0,00:48:28.049,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,1,0/0/0/1,1,0,0,FF,0/70/0,N/F/N,1804MHz,2756,0,42.7C/0.0C,3.48ms,1.14ms,0.28ms,13.90ms,2(DR0,0.37,0.23(W0.27),1.00,15.37/21.25,19.14,0,1.21,0,0,00:48:29.049,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1804MHz,2756,0,42.7C/0.0C,3.42ms,1.09ms,0.28ms,13.90ms,2(DR0,0.36,0.30(W0.32),1.00,15.56/21.61,19.37,0,1.21,0,0,00:48:30.049,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1804MHz,2756,0,42.7C/0.0C,3.40ms,1.05ms,0.28ms,13.90ms,2(DR0,0.35,0.26(W0.38),1.00,15.97/21.31,19.21,0,1.21,0,0,00:48:31.050,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1804MHz,2756,0,42.7C/0.0C,3.40ms,1.02ms,0.29ms,13.90ms,2(DR0,0.35,0.24(W0.27),1.00,15.65/21.36,19.11,0,1.21,0,0,00:48:32.050,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,1,0/0/0/1,1,0,0,FF,0/70/0,N/F/N,1804MHz,2756,0,42.7C/0.0C,3.32ms,0.94ms,0.28ms,13.91ms,2(DR0,0.35,0.20(W0.27),1.00,15.67/21.14,19.14,0,1.21,0,0,00:48:33.050,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,1,0/0/0/1,1,0,0,FF,0/70/0,N/F/N,1804MHz,2756,0,42.7C/0.0C,3.25ms,1.07ms,0.27ms,13.92ms,2(DR0,0.36,0.26(W0.36),1.00,15.83/21.32,19.25,0,1.21,0,0,00:48:34.050,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1804MHz,2756,0,42.7C/0.0C,3.39ms,1.12ms,0.27ms,13.90ms,2(DR0,0.36,0.29(W0.32),1.00,15.67/21.18,19.13,0,1.21,0,0,00:48:35.050,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1804MHz,2756,0,42.7C/0.0C,3.51ms,1.24ms,0.27ms,13.90ms,2(DR0,0.38,0.24(W0.32),1.00,15.60/21.42,19.26,0,1.21,0,0,00:48:36.050,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,1,0/0/0/1,1,0,0,FF,0/70/0,N/F/N,1804MHz,2756,0,42.7C/0.0C,3.47ms,1.17ms,0.27ms,13.94ms,2(DR0,0.37,0.19(W0.29),1.00,15.80/21.78,19.43,0,1.21,0,0,00:48:37.050,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1804MHz,2756,0,43.0C/0.0C,3.37ms,1.00ms,0.27ms,13.90ms,2(DR0,0.36,0.23(W0.30),1.00,15.99/21.36,19.43,0,1.21,0,0,00:48:38.050,Quest-2,BeatSaber,PopStars-Hard,False,True,0.1
