CPU Level,GPU Level,CPU Frequency (MHz),GPU Frequency (MHz),FPS,Prd,Tear,Early,Stale,Stale2/5/10/max,VSnc,Lat,Fov,OC,TA,SP,Mem,Free,PLS,Temp,TW,App,GD,CPU&GPU,LCnt,GPU%,CPU%,DSF,CFL,ICFLp95,LD,SF,LP,DVFS,timestamp,device,app,app_details,is_record,is_wireless,repetition
3,4,1382,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1804MHz,7570,0,25.7C/0.0C,2.50ms,1.04ms,0.00ms,13.90ms,2(DR0,0.28,0.16(W0.19),1.00,18.27/22.77,21.50,1,1.21,0,0,10:35:53.003,Quest-Pro,BeatSaber,PopStars-Hard,True,False,0
3,4,1382,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1804MHz,7570,0,25.7C/0.0C,2.51ms,1.02ms,0.00ms,13.90ms,2(DR0,0.28,0.15(W0.19),1.00,18.11/22.38,21.18,1,1.21,0,0,10:35:54.003,Quest-Pro,BeatSaber,PopStars-Hard,True,False,0
3,4,1382,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,7570,0,25.7C/0.0C,2.50ms,1.08ms,0.00ms,13.90ms,2(DR0,0.28,0.27(W0.28),1.00,18.17/21.97,20.74,1,1.21,0,0,10:35:55.003,Quest-Pro,BeatSaber,PopStars-Hard,True,False,0
3,4,1382,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,7570,0,25.7C/0.0C,2.53ms,1.00ms,0.00ms,13.90ms,2(DR0,0.28,0.16(W0.19),1.00,18.10/21.95,20.64,1,1.21,0,0,10:35:56.003,Quest-Pro,BeatSaber,PopStars-Hard,True,False,0
3,4,1382,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,7570,0,26.0C/0.0C,2.46ms,0.98ms,0.00ms,13.90ms,2(DR0,0.27,0.10(W0.15),1.00,17.91/22.48,20.71,1,1.21,0,0,10:35:57.003,Quest-Pro,BeatSaber,PopStars-Hard,True,False,0
3,4,1382,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,7570,0,26.0C/0.0C,2.48ms,1.02ms,0.00ms,13.90ms,2(DR0,0.27,0.16(W0.23),1.00,17.82/22.03,20.57,1,1.21,0,0,10:35:58.003,Quest-Pro,BeatSaber,PopStars-Hard,True,False,0
3,4,1382,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,7570,0,26.0C/0.0C,2.46ms,0.97ms,0.00ms,13.90ms,2(DR0,0.27,0.20(W0.20),1.00,18.07/21.69,20.64,1,1.21,0,0,10:35:59.003,Quest-Pro,BeatSaber,PopStars-Hard,True,False,0
3,4,1382,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1804MHz,7570,0,26.0C/0.0C,2.25ms,0.93ms,0.00ms,13.90ms,2(DR0,0.26,0.32(W0.57),1.00,17.86/21.83,20.82,1,1.21,0,0,10:36:00.003,Quest-Pro,BeatSaber,PopStars-Hard,True,False,0
3,4,1382,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,2092MHz,7570,0,26.0C/0.0C,2.35ms,1.02ms,0.00ms,13.90ms,2(DR0,0.26,0.20(W0.24),1.00,18.08/21.82,20.64,1,1.21,0,0,10:36:01.003,Quest-Pro,BeatSaber,PopStars-Hard,True,False,0
3,4,1382,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1804MHz,7570,0,26.0C/0.0C,2.32ms,1.04ms,0.00ms,13.90ms,2(DR0,0.26,0.19(W0.23),1.00,17.67/21.40,20.46,1,1.21,0,0,10:36:02.003,Quest-Pro,BeatSaber,PopStars-Hard,True,False,0
