CPU Level,GPU Level,CPU Frequency (MHz),GPU Frequency (MHz),FPS,Prd,Tear,Early,Stale,Stale2/5/10/max,VSnc,Lat,Fov,OC,TA,SP,Mem,Free,PLS,Temp,TW,App,GD,CPU&GPU,LCnt,GPU%,CPU%,DSF,CFL,ICFLp95,LD,SF,LP,DVFS,timestamp,device,app,app_details,is_record,is_wireless,repetition
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2133,0,35.2C/0.0C,3.56ms,1.41ms,0.29ms,13.90ms,2(DR0,0.41,0.22(W0.25),1.00,15.94/21.23,19.24,0,1.21,0,0,15:19:08.065,Quest-2,BeatSaber,PopStars-Hard,True,False,0
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2133,0,35.2C/0.0C,3.57ms,1.38ms,0.30ms,13.90ms,2(DR0,0.41,0.30(W0.36),1.00,15.52/21.15,19.20,0,1.21,0,0,15:19:09.065,Quest-2,BeatSaber,PopStars-Hard,True,False,0
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,2133,0,35.2C/0.0C,3.55ms,1.46ms,0.34ms,13.90ms,2(DR0,0.41,0.25(W0.35),1.00,15.76/21.60,19.37,0,1.21,0,0,15:19:10.065,Quest-2,BeatSaber,PopStars-Hard,True,False,0
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,2133,0,35.2C/0.0C,3.58ms,1.54ms,0.29ms,13.90ms,2(DR0,0.41,0.19(W0.26),1.00,15.60/22.24,19.39,0,1.21,0,0,15:19:11.065,Quest-2,BeatSaber,PopStars-Hard,True,False,0
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,2133,0,35.2C/0.0C,3.62ms,1.44ms,0.31ms,13.90ms,2(DR0,0.41,0.27(W0.30),1.00,15.96/21.08,19.11,0,1.21,0,0,15:19:12.065,Quest-2,BeatSaber,PopStars-Hard,True,False,0
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,2133,0,35.2C/0.0C,3.57ms,1.50ms,0.31ms,13.90ms,2(DR0,0.41,0.21(W0.25),1.00,15.97/21.38,19.27,0,1.21,0,0,15:19:13.065,Quest-2,BeatSaber,PopStars-Hard,True,False,0
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,2133,0,35.2C/0.0C,3.59ms,1.48ms,0.30ms,13.90ms,2(DR0,0.41,0.31(W0.35),1.00,15.68/21.81,19.29,0,1.21,0,0,15:19:14.065,Quest-2,BeatSaber,PopStars-Hard,True,False,0
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,2133,0,35.2C/0.0C,3.56ms,1.41ms,0.29ms,13.90ms,2(DR0,0.41,0.26(W0.32),1.00,15.52/22.17,19.20,0,1.21,0,0,15:19:15.065,Quest-2,BeatSaber,PopStars-Hard,True,False,0
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,2133,0,35.2C/0.0C,3.46ms,1.30ms,0.28ms,13.90ms,2(DR0,0.39,0.23(W0.29),1.00,16.03/21.48,19.34,0,1.21,0,0,15:19:16.065,Quest-2,BeatSaber,PopStars-Hard,True,False,0
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,2133,0,35.2C/0.0C,3.43ms,1.45ms,0.28ms,13.90ms,2(DR0,0.40,0.27(W0.30),1.00,15.72/21.33,19.19,0,1.21,0,0,15:19:17.065,Quest-2,BeatSaber,PopStars-Hard,True,False,0
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,2133,0,35.2C/0.0C,3.46ms,1.37ms,0.28ms,13.90ms,2(DR0,0.40,0.26(W0.35),1.00,15.78/21.17,19.18,0,1.21,0,0,15:19:18.065,Quest-2,BeatSaber,PopStars-Hard,True,False,0
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,2133,0,35.2C/0.0C,3.50ms,1.35ms,0.30ms,13.90ms,2(DR0,0.39,0.23(W0.27),1.00,15.78/21.20,19.17,0,1.21,0,0,15:19:19.065,Quest-2,BeatSaber,PopStars-Hard,True,False,0
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,2133,0,35.2C/0.0C,2.22ms,0.52ms,0.15ms,13.84ms,2(DR0,0.26,0.13(W0.21),1.00,15.49/21.38,19.26,0,1.21,0,0,15:19:20.065,Quest-2,BeatSaber,PopStars-Hard,True,False,0
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2133,0,35.2C/0.0C,2.28ms,1.30ms,0.26ms,13.93ms,1(DR57,0.31,0.29(W0.33),1.00,16.44/25.35,23.43,0,1.21,0,0,15:19:21.065,Quest-2,BeatSaber,PopStars-Hard,True,False,0
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,2133,0,35.2C/0.0C,3.27ms,1.15ms,0.28ms,13.90ms,2(DR22,0.37,0.25(W0.32),1.00,15.92/23.47,20.57,0,1.21,0,0,15:19:22.065,Quest-2,BeatSaber,PopStars-Hard,True,False,0
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,2133,0,35.2C/0.0C,3.28ms,1.20ms,0.28ms,13.90ms,2(DR0,0.38,0.28(W0.36),1.00,15.61/21.17,19.23,0,1.21,0,0,15:19:23.066,Quest-2,BeatSaber,PopStars-Hard,True,False,0
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2121,0,35.2C/0.0C,3.28ms,1.20ms,0.28ms,13.90ms,2(DR0,0.38,0.18(W0.24),1.00,15.44/22.00,19.21,0,1.21,0,0,15:19:24.074,Quest-2,BeatSaber,PopStars-Hard,True,False,0
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1804MHz,2121,0,35.2C/0.0C,3.47ms,1.33ms,0.29ms,13.90ms,2(DR0,0.40,0.29(W0.38),1.00,15.67/21.08,19.13,0,1.21,0,0,15:19:25.066,Quest-2,BeatSaber,PopStars-Hard,True,False,0
