Timestamp,BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE,power
0.0,-2059080,3561,7.332383879999999
1.005,-2101561,3561,7.483658721
2.009,-2023924,3561,7.207193364
3.013,-2017577,3561,7.184591697
4.019,-2015135,3562,7.177910869999999
5.022,-2019530,3562,7.19356586
6.026,-2073729,3562,7.386622697999998
7.029,-2075682,3562,7.3935792839999985
8.033,-2097655,3562,7.47184711
9.037,-2221678,3562,7.913617035999999
10.043,-2222166,3562,7.915355292
11.048,-2197752,3562,7.828392623999999
12.052,-2065428,3562,7.357054535999999
13.057,-2063963,3562,7.351836206000001
14.06,-2058592,3558,7.324470335999999
15.064,-2036131,3558,7.244554098
16.067,-2072752,3558,7.374851615999999
17.072,-2062987,3558,7.340107746
18.076,-2067870,3558,7.35748146
19.08,-2056151,3558,7.315785257999999
20.085,-2065428,3558,7.348792823999999
21.089,-2064940,3558,7.34705652
22.093,-2039549,3558,7.256715342
23.098,-1664549,3558,5.922465342
24.102,-1701171,3582,6.093594522
25.106,-1714354,3582,6.140816028
26.111,-1729979,3582,6.196784778
27.115,-1669432,3582,5.979905424
28.119,-1655760,3582,5.930932319999999
29.124,-2103514,3582,7.534787148
30.13,-2120604,3582,7.596003527999999
31.134,-2150877,3582,7.704441414
32.138,-1812987,3582,6.494119434
33.142,-2045409,3582,7.326655038
34.145,-2052733,3562,7.311834946000001
35.148,-2072752,3562,7.3831426239999995
36.152,-2121580,3562,7.557067959999999
37.155,-2158690,3562,7.68925378
38.16,-2201170,3562,7.84056754
39.165,-2306639,3562,8.216248118
40.169,-2234862,3562,7.960578444
41.173,-2244627,3562,7.995361374
42.176,-2214842,3549,7.860474258
43.181,-2095213,3549,7.435910937000001
44.184,-2073241,3556,7.372444996
45.188,-2115233,3556,7.521768548000002
46.191,-2115233,3556,7.521768548000002
47.195,-2113280,3556,7.51482368
48.2,-2126952,3556,7.563441312000001
49.203,-2097655,3556,7.45926118
50.209,-2023924,3556,7.197073744
51.213,-1912596,3556,6.801191376
52.217,-2130370,3556,7.575595720000001
53.222,-2146483,3556,7.632893548000001
54.226,-2098631,3552,7.454337311999999
55.23,-2085448,3552,7.407511296
56.233,-2074217,3552,7.367618784
57.237,-2068358,3552,7.346807616000001
58.241,-2057127,3552,7.306915104
59.245,-2082518,3552,7.397103936
60.248,-2059569,3552,7.315589087999999
61.252,-2054686,3552,7.298244672000001
62.255,-2041991,3552,7.253152032
63.258,-2086424,3552,7.4109780480000005
64.263,-2112303,3556,7.511349468
65.267,-2106444,3556,7.490514864
66.271,-2067381,3556,7.351606835999999
67.275,-2100584,3556,7.469676704
68.278,-2077147,3556,7.386334732000001
69.282,-2209959,3556,7.858614204
70.286,-2252928,3556,8.011411967999999
71.291,-2221678,3556,7.900286968
72.294,-2272948,3556,8.082603088
73.298,-2058592,3556,7.320353152
74.301,-2104491,3554,7.479361013999999
75.305,-2088866,3554,7.423829763999999
76.309,-2127928,3554,7.562656111999999
77.313,-2127928,3554,7.562656111999999
78.317,-2134764,3554,7.586951256
79.321,-2129393,3554,7.567862721999999
80.326,-2124510,3554,7.550508540000001
81.331,-2126952,3551,7.552806552000001
82.335,-2119139,3551,7.525062589000001
83.338,-2099608,3551,7.455708008000002
84.342,-2062987,3553,7.329792811
85.346,-2066405,3553,7.341936965
86.35,-2079588,3553,7.388776164
87.353,-2076659,3553,7.378369427000001
88.357,-2080077,3553,7.390513581
89.36,-2102537,3553,7.470313961
90.364,-2083495,3553,7.402657735
91.367,-2086912,3553,7.414798336
92.371,-2130370,3553,7.56920461
93.375,-2068358,3553,7.348875974000001
94.378,-2066893,3553,7.343670829
95.382,-2080565,3553,7.392247445
96.385,-2083006,3553,7.400920317999999
97.389,-2106444,3553,7.484195531999999
98.392,-2182616,3553,7.754834647999999
99.398,-2325682,3553,8.263148145999999
100.402,-2244627,3553,7.975159731
101.407,-2276854,3553,8.089662262
102.411,-2095213,3553,7.444291789
103.414,-2139159,3553,7.600431927000001
104.418,-2089842,3548,7.414759416
105.422,-2124998,3548,7.539492904
106.426,-2078123,3548,7.373180404000001
107.43,-2118162,3548,7.5152387759999995
108.434,-2121092,3548,7.525634416
109.439,-2108397,3548,7.480592556
110.443,-2149901,3548,7.627848748
111.446,-2056151,3548,7.295223748
112.451,-2079100,3548,7.3766468
113.454,-2155272,3546,7.642594512
114.458,-2148436,3546,7.618354056
115.463,-2091795,3546,7.417505070000001
116.467,-2155272,3546,7.642594512
117.471,-2164061,3546,7.673760306
118.475,-2084959,3546,7.393264614
119.479,-2158202,3546,7.652984292
120.483,-2147948,3546,7.616623607999999
121.489,-2165526,3546,7.678955195999999
122.492,-2147459,3546,7.614889614
123.496,-2145994,3546,7.609694724
