Timestamp,BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE,power
0.0,-1564940,4109,6.43033846
1.008,-1518065,4109,6.237729085
2.012,-1514159,4105,6.215622695
3.019,-1491210,4105,6.121417050000002
4.028,-1506835,4105,6.185557675000001
5.038,-1509276,4105,6.195577980000001
6.043,-1391112,4105,5.7105147600000015
7.049,-1484862,4105,6.095358510000001
8.053,-1578612,4105,6.480202260000001
9.06,-1479979,4105,6.0753137950000005
10.066,-1499510,4105,6.15548855
11.073,-1486327,4105,6.101372335000001
12.077,-1467284,4106,6.024668104
13.081,-1470702,4106,6.038702411999999
14.091,-1508788,4106,6.195083528
15.096,-1620116,4106,6.652196296
16.104,-1484862,4106,6.096843372
17.108,-1496581,4106,6.144961586
18.114,-1465331,4106,6.016649085999999
19.118,-1473632,4106,6.050732992
20.126,-1467284,4106,6.024668104
21.131,-1532225,4106,6.291315849999999
22.136,-1519530,4102,6.233112060000001
23.143,-1520507,4102,6.237119714
24.148,-1501464,4102,6.159005328
25.154,-1477538,4105,6.065293490000001
26.158,-1479491,4105,6.073310555
27.163,-1472167,4105,6.0432455350000005
28.168,-1416991,4105,5.816748055000001
29.174,-1433593,4105,5.884899265000001
30.184,-1410155,4105,5.788686275000001
31.189,-1409667,4105,5.786683035
32.194,-1436522,4109,5.902668897999999
33.198,-1552733,4109,6.380179897
34.205,-1524901,4109,6.265818209
35.21,-1563475,4109,6.424318775
36.214,-1524413,4109,6.263813017
37.22,-1541991,4109,6.336041019
38.225,-1523925,4109,6.261807825
39.23,-1460936,4109,6.002986024
40.234,-1546874,4109,6.356105266
41.237,-1563475,4109,6.424318775
42.243,-1586424,4096,6.4979927040000005
43.249,-1550292,4096,6.349996032
44.26,-1575682,4096,6.4539934720000005
45.265,-1566893,4096,6.417993728000001
46.273,-1536132,4096,6.291996672000001
47.277,-1615233,4096,6.615994368
48.285,-1602049,4096,6.561992704000001
49.29,-1572264,4096,6.4399933439999995
50.296,-1596190,4096,6.53799424
51.301,-1557616,4096,6.379995136
52.307,-1551757,4095,6.354444915
53.313,-1599120,4095,6.548396399999999
54.318,-1604491,4095,6.570390644999999
55.327,-1583495,4095,6.484412024999999
56.332,-1600096,4095,6.55239312
57.339,-1568358,4095,6.42242601
58.345,-1612303,4095,6.602380784999999
59.351,-1627440,4095,6.6643668
60.355,-1611327,4095,6.598384064999999
61.361,-1587401,4095,6.500407095
62.367,-1606444,4092,6.573568847999999
63.372,-1587401,4092,6.495644892
64.382,-1586913,4092,6.493647995999999
65.388,-1594725,4092,6.525614699999999
66.392,-1649413,4092,6.749397996
67.397,-1611815,4092,6.595546979999999
68.403,-1596678,4092,6.533606376
69.41,-1584471,4092,6.483655332
70.417,-1589354,4092,6.503636567999999
71.424,-1611327,4092,6.593550083999999
72.43,-1616210,4089,6.608682690000001
73.434,-1601561,4089,6.548782929000001
74.44,-1601073,4089,6.546787497000001
75.448,-1596678,4089,6.528816342000001
76.457,-1592284,4089,6.510849276000001
77.466,-1630858,4089,6.668578362000001
78.471,-1676268,4089,6.854259852000001
79.475,-1705077,4089,6.972059853
80.481,-1599608,4089,6.540797112
81.486,-1600096,4089,6.542792544
82.493,-1620116,4088,6.623034208
83.498,-1562987,4088,6.389490856000001
84.508,-1545897,4088,6.319626936
85.512,-1572753,4088,6.429414263999999
