timestamp,Clocks / Second,GPU Frequency,GPU % Bus Busy,Preemptions / second,Avg Preemption Delay,% Vertex Fetch Stall,% Texture Fetch Stall,% Texture L1 Miss,% Texture L2 Miss,% Stalled on System Memory,Read Total (Bytes/sec),Write Total (Bytes/sec),Texture Memory Read BW (Bytes/Second),Vertex Memory Read (Bytes/Second),SP Memory Read (Bytes/Second),% Shaders Busy,% Shaders Stalled,% Shader ALU Capacity Utilized,% Time ALUs Working,% Time EFUs Working,% Texture Pipes Busy,% Wave Context Occupancy,% Instruction Cache Miss,% Time Compute,% Time Shading Vertices,Vertices Shaded / Second,Vertex Instructions / Second,Textures / Vertex,Avg Bytes / Vertex,ALU / Vertex,EFU / Vertex,% Time Shading Fragments,Fragments Shaded / Second,Fragment Instructions / Second,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,L1 Texture Cache Miss Per Pixel,Textures / Fragment,Avg Bytes / Fragment,ALU / Fragment,EFU / Fragment,Pre-clipped Polygons/Second,% Prims Trivially Rejected,% Prims Clipped,Average Vertices / Polygon,Reused Vertices / Second,Average Polygon Area,% Nearest Filtered,% Linear Filtered,% Anisotropic Filtered,% Non-Base Level Textures,device,app,app_details,is_record,is_wireless,repetition
12/7/2023 2:04:48 PM,263730752.0,525000000.0,23.532,144.091,21.169,1.152,31.066,31.184,7.266,7.445,1664012032.0,763509312.0,1462118272.0,82523576.0,3623859.5,82.792,15.497,42.992,46.362,24.602,72.18,85.261,0.001,0.0,1.339,3617459.75,371697888.0,0.485,22.813,99.723,3.028,98.661,1438862208.0,68620263424.0,38639497216.0,50910531584.0,4525501952.0,0.294,1.73,0.535,41.518,2.931,3771945.25,8.649,0.838,0.959,7119706.5,425.145,0.194,99.831,0.001,0.0,Quest-Pro,PistolWhip,BlackMagic-Easy,False,False,0.2
12/7/2023 2:04:49 PM,260719712.0,525000000.0,22.714,189.061,198.393,1.142,29.362,31.367,7.029,6.613,1678227968.0,759163840.0,1467308672.0,82638696.0,8202478.0,80.41,14.388,42.9,46.307,24.528,69.892,85.411,0.0,0.0,1.368,3620326.5,371931264.0,0.486,22.826,99.704,3.031,98.632,1418806144.0,66700034048.0,36918910976.0,50771738624.0,4395253760.0,0.298,1.73,0.529,40.963,2.89,3775148.0,8.668,0.742,0.959,7129375.5,419.511,0.198,99.804,0.002,0.0,Quest-Pro,PistolWhip,BlackMagic-Easy,False,False,0.2
12/7/2023 2:04:50 PM,290721664.0,525000000.0,20.16,109.495,3.898,1.095,32.55,30.323,6.406,6.052,1662800512.0,705043200.0,1450384640.0,87681464.0,2443772.0,85.099,13.549,46.574,50.007,27.322,74.042,83.764,0.0,0.0,1.239,3876346.5,398403200.0,0.486,22.62,99.746,3.032,98.761,1568170112.0,85193310208.0,51300466688.0,56276729856.0,5754476544.0,0.286,1.776,0.452,47.346,3.43,4053111.25,9.458,0.825,0.956,7627769.0,434.032,0.199,99.806,0.001,0.0,Quest-Pro,PistolWhip,BlackMagic-Easy,False,False,0.2
12/7/2023 2:04:51 PM,262925920.0,525000000.0,23.551,104.505,3.853,1.136,31.991,31.26,7.145,7.078,1699937536.0,803799296.0,1502480512.0,82490632.0,1310906.875,84.3,15.292,43.868,47.211,25.246,73.42,84.784,0.0,0.0,1.308,3613145.25,371253856.0,0.487,22.831,99.714,3.037,98.692,1456299776.0,71856644096.0,41412317184.0,51352457216.0,4768094720.0,0.291,1.737,0.517,43.043,3.059,3760865.0,8.875,0.971,0.961,7116162.5,431.706,0.191,99.81,0.001,0.0,Quest-Pro,PistolWhip,BlackMagic-Easy,False,False,0.2
12/7/2023 2:04:52 PM,279739712.0,525000000.0,24.966,119.255,12.258,1.184,31.282,31.499,6.954,6.9,1901824896.0,1069302848.0,1684910336.0,91091808.0,2457609.0,83.132,15.487,43.271,46.684,24.986,72.165,84.732,0.0,0.0,1.366,4061908.0,415758176.0,0.486,22.426,99.313,3.042,98.634,1549601152.0,75619115008.0,42258305024.0,56659623936.0,5030992896.0,0.3,1.753,0.5,42.431,3.024,4195930.5,7.883,0.853,0.968,8001867.5,407.916,0.178,99.832,0.001,0.0,Quest-Pro,PistolWhip,BlackMagic-Easy,False,False,0.2
12/7/2023 2:04:53 PM,287276288.0,525000000.0,27.148,159.154,224.422,1.023,32.395,30.281,7.648,8.664,1944388992.0,1161406464.0,1738514816.0,82389016.0,4777171.5,82.234,15.936,44.232,47.401,25.419,72.095,83.944,0.001,0.0,1.233,3610292.75,370855776.0,0.487,22.821,99.683,3.038,98.767,1539771392.0,78168965120.0,47004192768.0,51953401856.0,5188075520.0,0.278,1.724,0.53,44.47,3.161,3756476.0,8.89,0.863,0.961,7109496.0,457.167,0.183,99.806,0.001,0.015,Quest-Pro,PistolWhip,BlackMagic-Easy,False,False,0.2
12/7/2023 2:04:54 PM,306929216.0,525000000.0,24.776,174.074,2.004,1.044,32.842,30.51,7.069,6.79,1871585536.0,1142193408.0,1674227200.0,82127728.0,311939.906,83.29,14.883,45.663,48.879,26.562,72.974,83.423,0.0,0.0,1.206,3608834.25,370693568.0,0.487,22.757,99.679,3.04,98.794,1528103680.0,81595269120.0,49927987200.0,52373504000.0,5480526848.0,0.276,1.74,0.492,46.727,3.365,3753882.25,8.949,0.856,0.961,7106400.5,454.29,0.183,99.806,0.001,0.02,Quest-Pro,PistolWhip,BlackMagic-Easy,False,False,0.2
12/7/2023 2:04:55 PM,300356160.0,525000000.0,23.452,204.11,49.616,1.155,31.101,31.245,6.084,5.949,1913033472.0,1058987712.0,1694429440.0,89964560.0,4862002.0,81.656,14.324,44.296,47.678,25.847,71.168,84.412,0.0,0.0,1.306,3904964.75,402976896.0,0.493,23.039,100.136,3.06,98.694,1513525120.0,78596562944.0,45170700288.0,56283414528.0,5284156416.0,0.297,1.78,0.459,45.109,3.251,4049644.0,8.145,0.902,0.964,7674808.5,413.449,0.181,99.827,0.002,0.0,Quest-Pro,PistolWhip,BlackMagic-Easy,False,False,0.2
12/7/2023 2:04:56 PM,289018240.0,525000000.0,25.638,179.072,313.933,1.031,31.967,30.824,7.354,7.812,1904644096.0,1057513024.0,1698376192.0,82931144.0,2576088.5,81.947,15.502,43.991,47.224,25.326,71.975,84.189,0.0,0.0,1.25,3623470.25,372331872.0,0.485,22.887,99.728,3.028,98.75,1514430080.0,76610641920.0,45615452160.0,51814985728.0,5087695872.0,0.281,1.73,0.528,44.207,3.145,3776537.0,8.755,1.003,0.959,7127738.5,446.683,0.185,99.816,0.002,0.0,Quest-Pro,PistolWhip,BlackMagic-Easy,False,False,0.2
12/7/2023 2:04:57 PM,283296896.0,525000000.0,26.596,163.968,334.885,1.053,32.535,31.007,7.042,8.936,1859560704.0,1033295232.0,1658430208.0,82882920.0,2537631.5,82.35,16.294,43.392,46.611,25.054,72.292,84.32,0.0,0.0,1.265,3614018.0,371326816.0,0.486,22.934,99.714,3.032,98.735,1476368640.0,74863755264.0,44070793216.0,51613978624.0,4985975296.0,0.286,1.741,0.512,44.262,3.158,3762473.75,8.758,0.801,0.961,7110654.5,437.432,0.188,99.813,0.001,0.0,Quest-Pro,PistolWhip,BlackMagic-Easy,False,False,0.2
