log start time: 08-02-2024_03-43-07
749767399 k /user/hand/left/output/haptic 1
749767399 k /user/hand/right/output/haptic 1
763656289 k /user/hand/left/output/haptic 1
763656289 k /user/hand/right/output/haptic 1
777540487 k /user/hand/left/output/haptic 1
777540487 k /user/hand/right/output/haptic 1
791425489 k /user/hand/left/output/haptic 1
791425489 k /user/hand/right/output/haptic 1
805314378 k /user/hand/left/output/haptic 1
805314378 k /user/hand/right/output/haptic 1
819194389 k /user/hand/left/output/haptic 1
819194389 k /user/hand/right/output/haptic 1
833078990 k /user/hand/left/output/haptic 1
833078990 k /user/hand/right/output/haptic 1
846962887 k /user/hand/left/output/haptic 1
846962887 k /user/hand/right/output/haptic 1
860844499 k /user/hand/left/output/haptic 1
860844499 k /user/hand/right/output/haptic 1
874729599 k /user/hand/left/output/haptic 1
874729599 k /user/hand/right/output/haptic 1
888618486 k /user/hand/left/output/haptic 1
888618486 k /user/hand/right/output/haptic 1
902503389 k /user/hand/left/output/haptic 1
902503389 k /user/hand/right/output/haptic 1
916387187 k /user/hand/left/output/haptic 1
916387187 k /user/hand/right/output/haptic 1
930271290 k /user/hand/left/output/haptic 1
930271290 k /user/hand/right/output/haptic 1
944156187 k /user/hand/left/output/haptic 1
944156187 k /user/hand/right/output/haptic 1
958039988 k /user/hand/left/output/haptic 1
958039988 k /user/hand/right/output/haptic 1
971923790 k /user/hand/left/output/haptic 1
971923790 k /user/hand/right/output/haptic 1
985809988 k /user/hand/left/output/haptic 1
985809988 k /user/hand/right/output/haptic 1
999691799 k /user/hand/left/output/haptic 1
999691799 k /user/hand/right/output/haptic 1
1013580686 k /user/hand/left/output/haptic 1
1013580686 k /user/hand/right/output/haptic 1
1027458999 k /user/hand/left/output/haptic 1
1027458999 k /user/hand/right/output/haptic 1
1041347886 k /user/hand/left/output/haptic 1
1041347886 k /user/hand/right/output/haptic 1
1055228800 k /user/hand/left/output/haptic 1
1055228800 k /user/hand/right/output/haptic 1
1069117688 k /user/hand/left/output/haptic 1
1069117688 k /user/hand/right/output/haptic 1
1083006578 k /user/hand/left/output/haptic 1
1083006578 k /user/hand/right/output/haptic 1
1096886089 k /user/hand/left/output/haptic 1
1096886089 k /user/hand/right/output/haptic 1
1110770486 k /user/hand/left/output/haptic 1
1110770486 k /user/hand/right/output/haptic 1
1124655788 k /user/hand/left/output/haptic 1
1124655788 k /user/hand/right/output/haptic 1
1138534500 k /user/hand/left/output/haptic 1
1138534500 k /user/hand/right/output/haptic 1
1152423386 k /user/hand/left/output/haptic 1
1152423386 k /user/hand/right/output/haptic 1
1166307788 k /user/hand/left/output/haptic 1
1166307788 k /user/hand/right/output/haptic 1
1180187998 k /user/hand/left/output/haptic 1
1180187998 k /user/hand/right/output/haptic 1
1194076887 k /user/hand/left/output/haptic 1
1194076887 k /user/hand/right/output/haptic 1
1207957398 k /user/hand/left/output/haptic 1
1207957398 k /user/hand/right/output/haptic 1
1221846288 k /user/hand/left/output/haptic 1
1221846288 k /user/hand/right/output/haptic 1
1235730687 k /user/hand/left/output/haptic 1
1235730687 k /user/hand/right/output/haptic 1
1249611299 k /user/hand/left/output/haptic 1
1249611299 k /user/hand/right/output/haptic 1
1263500188 k /user/hand/left/output/haptic 1
1263500188 k /user/hand/right/output/haptic 1
1277384989 k /user/hand/left/output/haptic 1
1277384989 k /user/hand/right/output/haptic 1
1291268389 k /user/hand/left/output/haptic 1
1291268389 k /user/hand/right/output/haptic 1
1305152500 k /user/hand/left/output/haptic 1
1305152500 k /user/hand/right/output/haptic 1
1319034299 k /user/hand/left/output/haptic 1
1319034299 k /user/hand/right/output/haptic 1
1332919400 k /user/hand/left/output/haptic 1
1332919400 k /user/hand/right/output/haptic 1
1346804100 k /user/hand/left/output/haptic 1
1346804100 k /user/hand/right/output/haptic 1
1360692987 k /user/hand/left/output/haptic 1
1360692987 k /user/hand/right/output/haptic 1
1374576786 k /user/hand/left/output/haptic 1
1374576786 k /user/hand/right/output/haptic 1
1388461987 k /user/hand/left/output/haptic 1
1388461987 k /user/hand/right/output/haptic 1
1402348789 k /user/hand/left/output/haptic 1
1402348789 k /user/hand/right/output/haptic 1
1416233189 k /user/hand/left/output/haptic 1
1416233189 k /user/hand/right/output/haptic 1
1430111898 k /user/hand/left/output/haptic 1
1430111898 k /user/hand/right/output/haptic 1
1443995299 k /user/hand/left/output/haptic 1
1443995299 k /user/hand/right/output/haptic 1
1457879899 k /user/hand/left/output/haptic 1
1457879899 k /user/hand/right/output/haptic 1
1457879899 k /user/hand/left/output/haptic 1
1457879899 k /user/hand/right/output/haptic 1
1485814800 k /user/hand/left/output/haptic 1
1485814800 k /user/hand/right/output/haptic 1
1499701800 k /user/hand/left/output/haptic 1
1499701800 k /user/hand/right/output/haptic 1
1513590588 k /user/hand/left/output/haptic 1
1513590588 k /user/hand/right/output/haptic 1
1527474786 k /user/hand/left/output/haptic 1
1527474786 k /user/hand/right/output/haptic 1
1541359588 k /user/hand/left/output/haptic 1
1541359588 k /user/hand/right/output/haptic 1
1555239399 k /user/hand/left/output/haptic 1
1555239399 k /user/hand/right/output/haptic 1
1569128190 k /user/hand/left/output/haptic 1
1569128190 k /user/hand/right/output/haptic 1
1583011989 k /user/hand/left/output/haptic 1
1583011989 k /user/hand/right/output/haptic 1
1596900388 k /user/hand/left/output/haptic 1
1596900388 k /user/hand/right/output/haptic 1
1610781388 k /user/hand/left/output/haptic 1
1610781388 k /user/hand/right/output/haptic 1
1624665588 k /user/hand/left/output/haptic 1
1624665588 k /user/hand/right/output/haptic 1
1638547399 k /user/hand/left/output/haptic 1
1638547399 k /user/hand/right/output/haptic 1
1652432099 k /user/hand/left/output/haptic 1
1652432099 k /user/hand/right/output/haptic 1
1666315400 k /user/hand/left/output/haptic 1
1666315400 k /user/hand/right/output/haptic 1
1680204388 k /user/hand/left/output/haptic 1
1680204388 k /user/hand/right/output/haptic 1
1694089389 k /user/hand/left/output/haptic 1
1694089389 k /user/hand/right/output/haptic 1
1707974090 k /user/hand/left/output/haptic 1
1707974090 k /user/hand/right/output/haptic 1
1721858286 k /user/hand/left/output/haptic 1
1721858286 k /user/hand/right/output/haptic 1
1735736298 k /user/hand/left/output/haptic 1
1735736298 k /user/hand/right/output/haptic 1
1749625187 k /user/hand/left/output/haptic 1
1749625187 k /user/hand/right/output/haptic 1
1763512288 k /user/hand/left/output/haptic 1
1763512288 k /user/hand/right/output/haptic 1
1777396088 k /user/hand/left/output/haptic 1
1777396088 k /user/hand/right/output/haptic 1
1791279488 k /user/hand/left/output/haptic 1
1791279488 k /user/hand/right/output/haptic 1
1805165886 k /user/hand/left/output/haptic 1
1805165886 h /user/hand/right/output/haptic 1
1819049289 k /user/hand/left/output/haptic 1
1819049289 k /user/hand/right/output/haptic 1
1832931299 k /user/hand/left/output/haptic 1
1832931299 k /user/hand/right/output/haptic 1
1846816800 k /user/hand/left/output/haptic 1
1846816800 k /user/hand/right/output/haptic 1
1860702099 k /user/hand/left/output/haptic 1
1860702099 k /user/hand/right/output/haptic 1
1874590987 k /user/hand/left/output/haptic 1
1874590987 k /user/hand/right/output/haptic 1
1888472488 k /user/hand/left/output/haptic 1
1888472488 k /user/hand/right/output/haptic 1
1902356087 k /user/hand/left/output/haptic 1
1902356087 k /user/hand/right/output/haptic 1
1916240889 k /user/hand/left/output/haptic 1
1916240889 k /user/hand/right/output/haptic 1
1930125689 k /user/hand/left/output/haptic 1
1930125689 k /user/hand/right/output/haptic 1
1944007800 k /user/hand/left/output/haptic 1
1944007800 k /user/hand/right/output/haptic 1
1957896689 k /user/hand/left/output/haptic 1
1957896689 k /user/hand/right/output/haptic 1
1971777299 k /user/hand/left/output/haptic 1
1971777299 k /user/hand/right/output/haptic 1
1985660898 k /user/hand/left/output/haptic 1
1985660898 k /user/hand/right/output/haptic 1
1999549489 k /user/hand/left/output/haptic 1
1999549489 k /user/hand/right/output/haptic 1
2013428802 k /user/hand/left/output/haptic 1
2013428802 k /user/hand/right/output/haptic 1
2027317691 k /user/hand/left/output/haptic 1
2027317691 k /user/hand/right/output/haptic 1
2041198099 k /user/hand/left/output/haptic 1
2041198099 k /user/hand/right/output/haptic 1
2055082999 k /user/hand/left/output/haptic 1
2055082999 k /user/hand/right/output/haptic 1
2068971887 k /user/hand/left/output/haptic 1
2068971887 k /user/hand/right/output/haptic 1
2082858289 k /user/hand/left/output/haptic 1
2082858289 k /user/hand/right/output/haptic 1
2096736499 k /user/hand/left/output/haptic 1
2096736499 k /user/hand/right/output/haptic 1
2110625388 k /user/hand/left/output/haptic 1
2110625388 k /user/hand/right/output/haptic 1
2124510591 k /user/hand/left/output/haptic 1
2124510591 k /user/hand/right/output/haptic 1
2138393988 k /user/hand/left/output/haptic 1
2138393988 k /user/hand/right/output/haptic 1
2152280884 k /user/hand/left/output/haptic 1
2152280884 k /user/hand/right/output/haptic 1
2166164583 k /user/hand/left/output/haptic 1
2166164583 k /user/hand/right/output/haptic 1
2180043499 k /user/hand/left/output/haptic 1
2180043499 k /user/hand/right/output/haptic 1
2193928600 k /user/hand/left/output/haptic 1
2193928600 k /user/hand/right/output/haptic 1
2207817495 k /user/hand/left/output/haptic 1
2207817495 k /user/hand/right/output/haptic 1
2221703189 k /user/hand/left/output/haptic 1
2221703189 k /user/hand/right/output/haptic 1
2235582299 k /user/hand/left/output/haptic 1
2235582299 k /user/hand/right/output/haptic 1
2249467299 k /user/hand/left/output/haptic 1
2249467299 k /user/hand/right/output/haptic 1
2263356190 k /user/hand/left/output/haptic 1
2263356190 k /user/hand/right/output/haptic 1
2277235499 k /user/hand/left/output/haptic 1
2277235499 k /user/hand/right/output/haptic 1
2291121405 k /user/hand/left/output/haptic 1
2291121405 k /user/hand/right/output/haptic 1
2305006305 k /user/hand/left/output/haptic 1
2305006305 k /user/hand/right/output/haptic 1
2318895195 k /user/hand/left/output/haptic 1
2318895195 k /user/hand/right/output/haptic 1
2332778598 k /user/hand/left/output/haptic 1
2332778598 k /user/hand/right/output/haptic 1
2346665293 k /user/hand/left/output/haptic 1
2346665293 k /user/hand/right/output/haptic 1
2360548888 k /user/hand/left/output/haptic 1
2360548888 k /user/hand/right/output/haptic 1
2374430789 k /user/hand/left/output/haptic 1
2374430789 k /user/hand/right/output/haptic 1
2388316799 k /user/hand/left/output/haptic 1
2388316799 k /user/hand/right/output/haptic 1
2402203198 k /user/hand/left/output/haptic 1
2402203198 k /user/hand/right/output/haptic 1
2416085910 k /user/hand/left/output/haptic 1
2416085910 k /user/hand/right/output/haptic 1
2429974800 k /user/hand/left/output/haptic 1
2429974800 k /user/hand/right/output/haptic 1
2443853899 k /user/hand/left/output/haptic 1
2443853899 k /user/hand/right/output/haptic 1
2457740698 k /user/hand/left/output/haptic 1
2457740698 k /user/hand/right/output/haptic 1
2471623210 k /user/hand/left/output/haptic 1
2471623210 k /user/hand/right/output/haptic 1
2485512100 k /user/hand/left/output/haptic 1
2485512100 k /user/hand/right/output/haptic 1
2499394500 k /user/hand/left/output/haptic 1
2499394500 k /user/hand/right/output/haptic 1
2513276597 k /user/hand/left/output/haptic 1
2513276597 k /user/hand/right/output/haptic 1
2527183309 k /user/hand/left/output/haptic 1
2527183309 k /user/hand/right/output/haptic 1
2541045011 k /user/hand/left/output/haptic 1
2541045011 k /user/hand/right/output/haptic 1
2554933900 k /user/hand/left/output/haptic 1
2554933900 k /user/hand/right/output/haptic 1
2568816199 k /user/hand/left/output/haptic 1
2568816199 k /user/hand/right/output/haptic 1
2582706299 k /user/hand/left/output/haptic 1
2582706299 k /user/hand/right/output/haptic 1
2596587011 k /user/hand/left/output/haptic 1
2596587011 k /user/hand/right/output/haptic 1
2610475901 k /user/hand/left/output/haptic 1
2610475901 k /user/hand/right/output/haptic 1
2624355187 k /user/hand/left/output/haptic 1
2624355187 k /user/hand/right/output/haptic 1
2638234066 k /user/hand/left/output/haptic 1
2638234066 k /user/hand/right/output/haptic 1
2652123577 k /user/hand/left/output/haptic 1
2652123577 k /user/hand/right/output/haptic 1
2666005010 k /user/hand/left/output/haptic 1
2666005010 k /user/hand/right/output/haptic 1
2679893899 k /user/hand/left/output/haptic 1
2679893899 k /user/hand/right/output/haptic 1
2693773510 k /user/hand/left/output/haptic 1
2693773510 k /user/hand/right/output/haptic 1
2707662401 k /user/hand/left/output/haptic 1
2707662401 k /user/hand/right/output/haptic 1
2721548301 k /user/hand/left/output/haptic 1
2721548301 k /user/hand/right/output/haptic 1
2735441201 k /user/hand/left/output/haptic 1
2735441201 k /user/hand/right/output/haptic 1
2749312210 k /user/hand/left/output/haptic 1
2749312210 k /user/hand/right/output/haptic 1
2763201100 k /user/hand/left/output/haptic 1
2763201100 k /user/hand/right/output/haptic 1
2777089099 k /user/hand/left/output/haptic 1
2777089099 k /user/hand/right/output/haptic 1
2790978499 k /user/hand/left/output/haptic 1
2790978499 k /user/hand/right/output/haptic 1
2804853300 k /user/hand/left/output/haptic 1
2804853300 k /user/hand/right/output/haptic 1
2818736799 k /user/hand/left/output/haptic 1
2818736799 k /user/hand/right/output/haptic 1
2832622500 k /user/hand/left/output/haptic 1
2832622500 k /user/hand/right/output/haptic 1
2846506398 k /user/hand/left/output/haptic 1
2846506398 k /user/hand/right/output/haptic 1
2860390898 k /user/hand/left/output/haptic 1
2860390898 k /user/hand/right/output/haptic 1
2874289487 k /user/hand/left/output/haptic 1
2874289487 k /user/hand/right/output/haptic 1
2888157299 k /user/hand/left/output/haptic 1
2888157299 k /user/hand/right/output/haptic 1
2902043298 k /user/hand/left/output/haptic 1
2902043298 k /user/hand/right/output/haptic 1
2915932187 k /user/hand/left/output/haptic 1
2915932187 k /user/hand/right/output/haptic 1
2929816188 k /user/hand/left/output/haptic 1
2929816188 k /user/hand/right/output/haptic 1
2943696499 k /user/hand/left/output/haptic 1
2943696499 k /user/hand/right/output/haptic 1
2957581898 k /user/hand/left/output/haptic 1
2957581898 k /user/hand/right/output/haptic 1
2971470787 k /user/hand/left/output/haptic 1
2971470787 k /user/hand/right/output/haptic 1
2985350000 k /user/hand/left/output/haptic 1
2985350000 k /user/hand/right/output/haptic 1
2999238886 k /user/hand/left/output/haptic 1
2999238886 k /user/hand/right/output/haptic 1
3013125387 k /user/hand/left/output/haptic 1
3013125387 k /user/hand/right/output/haptic 1
3027003699 k /user/hand/left/output/haptic 1
3027003699 k /user/hand/right/output/haptic 1
3040886499 k /user/hand/left/output/haptic 1
3040886499 k /user/hand/right/output/haptic 1
3054775387 k /user/hand/left/output/haptic 1
3054775387 k /user/hand/right/output/haptic 1
3068660089 k /user/hand/left/output/haptic 1
3068660089 k /user/hand/right/output/haptic 1
3082545887 k /user/hand/left/output/haptic 1
3082545887 k /user/hand/right/output/haptic 1
3096429687 k /user/hand/left/output/haptic 1
3096429687 k /user/hand/right/output/haptic 1
3110318578 k /user/hand/left/output/haptic 1
3110318578 k /user/hand/right/output/haptic 1
3124199987 k /user/hand/left/output/haptic 1
3124199987 k /user/hand/right/output/haptic 1
3138090087 k /user/hand/left/output/haptic 1
3138090087 k /user/hand/right/output/haptic 1
3151967089 k /user/hand/left/output/haptic 1
3151967089 k /user/hand/right/output/haptic 1
3165852688 k /user/hand/left/output/haptic 1
3165852688 k /user/hand/right/output/haptic 1
3179735588 k /user/hand/left/output/haptic 1
3179735588 k /user/hand/right/output/haptic 1
3193621390 k /user/hand/left/output/haptic 1
3193621390 k /user/hand/right/output/haptic 1
3207506089 k /user/hand/left/output/haptic 1
3207506089 k /user/hand/right/output/haptic 1
3221386399 k /user/hand/left/output/haptic 1
3221386399 k /user/hand/right/output/haptic 1
3235279499 k /user/hand/left/output/haptic 1
3235279499 k /user/hand/right/output/haptic 1
3249168387 k /user/hand/left/output/haptic 1
3249168387 k /user/hand/right/output/haptic 1
3263047088 k /user/hand/left/output/haptic 1
3263047088 k /user/hand/right/output/haptic 1
3276929188 k /user/hand/left/output/haptic 1
3276929188 k /user/hand/right/output/haptic 1
3290812788 k /user/hand/left/output/haptic 1
3290812788 k /user/hand/right/output/haptic 1
3304698388 k /user/hand/left/output/haptic 1
3304698388 k /user/hand/right/output/haptic 1
3318577298 k /user/hand/left/output/haptic 1
3318577298 k /user/hand/right/output/haptic 1
3332462498 k /user/hand/left/output/haptic 1
3332462498 k /user/hand/right/output/haptic 1
3346351388 k /user/hand/left/output/haptic 1
3346351388 k /user/hand/right/output/haptic 1
3360231099 k /user/hand/left/output/haptic 1
3360231099 k /user/hand/right/output/haptic 1
3374116800 k /user/hand/left/output/haptic 1
3374116800 k /user/hand/right/output/haptic 1
3388001499 k /user/hand/left/output/haptic 1
3388001499 k /user/hand/right/output/haptic 1
3401889588 k /user/hand/left/output/haptic 1
3401889588 k /user/hand/right/output/haptic 1
3415769498 k /user/hand/left/output/haptic 1
3415769498 k /user/hand/right/output/haptic 1
3429656198 k /user/hand/left/output/haptic 1
3429656198 k /user/hand/right/output/haptic 1
3443539700 k /user/hand/left/output/haptic 1
3443539700 k /user/hand/right/output/haptic 1
3457428588 k /user/hand/left/output/haptic 1
3457428588 k /user/hand/right/output/haptic 1
3471312988 k /user/hand/left/output/haptic 1
3471312988 k /user/hand/right/output/haptic 1
3485193999 k /user/hand/left/output/haptic 1
3485193999 k /user/hand/right/output/haptic 1
3499077298 k /user/hand/left/output/haptic 1
3499077298 k /user/hand/right/output/haptic 1
3512966187 k /user/hand/left/output/haptic 1
3512966187 k /user/hand/right/output/haptic 1
3526851688 k /user/hand/left/output/haptic 1
3526851688 k /user/hand/right/output/haptic 1
3540733890 k /user/hand/left/output/haptic 1
3540733890 k /user/hand/right/output/haptic 1
3554617889 k /user/hand/left/output/haptic 1
3554617889 k /user/hand/right/output/haptic 1
3568500000 k /user/hand/left/output/haptic 1
3568500000 k /user/hand/right/output/haptic 1
3582385399 k /user/hand/left/output/haptic 1
3582385399 k /user/hand/right/output/haptic 1
3596267399 k /user/hand/left/output/haptic 1
3596267399 k /user/hand/right/output/haptic 1
3610156287 k /user/hand/left/output/haptic 1
3610156287 k /user/hand/right/output/haptic 1
3624042590 k /user/hand/left/output/haptic 1
3624042590 k /user/hand/right/output/haptic 1
3637926289 k /user/hand/left/output/haptic 1
3637926289 k /user/hand/right/output/haptic 1
3651810090 k /user/hand/left/output/haptic 1
3651810090 k /user/hand/right/output/haptic 1
3665697299 k /user/hand/left/output/haptic 1
3665697299 k /user/hand/right/output/haptic 1
3679586087 k /user/hand/left/output/haptic 1
3679586087 k /user/hand/right/output/haptic 1
3693463787 k /user/hand/left/output/haptic 1
3693463787 k /user/hand/right/output/haptic 1
3707350289 k /user/hand/left/output/haptic 1
3707350289 k /user/hand/right/output/haptic 1
3721235187 k /user/hand/left/output/haptic 1
3721235187 k /user/hand/right/output/haptic 1
3735117989 k /user/hand/left/output/haptic 1
3735117989 k /user/hand/right/output/haptic 1
3749003887 k /user/hand/left/output/haptic 1
3749003887 k /user/hand/right/output/haptic 1
3762882399 k /user/hand/left/output/haptic 1
3762882399 k /user/hand/right/output/haptic 1
3776771286 k /user/hand/left/output/haptic 1
3776771286 k /user/hand/right/output/haptic 1
3790656288 k /user/hand/left/output/haptic 1
3790656288 k /user/hand/right/output/haptic 1
3804535599 k /user/hand/left/output/haptic 1
3804535599 k /user/hand/right/output/haptic 1
3818424699 k /user/hand/left/output/haptic 1
3818424699 k /user/hand/right/output/haptic 1
3832306199 k /user/hand/left/output/haptic 1
3832306199 k /user/hand/right/output/haptic 1
3846195187 k /user/hand/left/output/haptic 1
3846195187 k /user/hand/right/output/haptic 1
3860074598 k /user/hand/left/output/haptic 1
3860074598 k /user/hand/right/output/haptic 1
3873959799 k /user/hand/left/output/haptic 1
3873959799 k /user/hand/right/output/haptic 1
3887843599 k /user/hand/left/output/haptic 1
3887843599 k /user/hand/right/output/haptic 1
3901729499 k /user/hand/left/output/haptic 1
3901729499 k /user/hand/right/output/haptic 1
3915618390 k /user/hand/left/output/haptic 1
3915618390 k /user/hand/right/output/haptic 1
3929507789 k /user/hand/left/output/haptic 1
3929507789 k /user/hand/right/output/haptic 1
3943386689 k /user/hand/left/output/haptic 1
3943386689 k /user/hand/right/output/haptic 1
3957274686 k /user/hand/left/output/haptic 1
3957274686 k /user/hand/right/output/haptic 1
3971159587 k /user/hand/left/output/haptic 1
3971159587 k /user/hand/right/output/haptic 1
3985044287 k /user/hand/left/output/haptic 1
3985044287 k /user/hand/right/output/haptic 1
3998926790 k /user/hand/left/output/haptic 1
3998926790 k /user/hand/right/output/haptic 1
4012806999 k /user/hand/left/output/haptic 1
4012806999 k /user/hand/right/output/haptic 1
4026695888 k /user/hand/left/output/haptic 1
4026695888 k /user/hand/right/output/haptic 1
4040582188 k /user/hand/left/output/haptic 1
4040582188 k /user/hand/right/output/haptic 1
4054464588 k /user/hand/left/output/haptic 1
4054464588 k /user/hand/right/output/haptic 1
4068352587 k /user/hand/left/output/haptic 1
4068352587 k /user/hand/right/output/haptic 1
4082234589 k /user/hand/left/output/haptic 1
4082234589 k /user/hand/right/output/haptic 1
4096118698 k /user/hand/left/output/haptic 1
4096118698 k /user/hand/right/output/haptic 1
4109998898 k /user/hand/left/output/haptic 1
4109998898 k /user/hand/right/output/haptic 1
4123887786 k /user/hand/left/output/haptic 1
4123887786 k /user/hand/right/output/haptic 1
4137769599 k /user/hand/left/output/haptic 1
4137769599 k /user/hand/right/output/haptic 1
4151652599 k /user/hand/left/output/haptic 1
4151652599 k /user/hand/right/output/haptic 1
4165536500 k /user/hand/left/output/haptic 1
4165536500 k /user/hand/right/output/haptic 1
4179421299 k /user/hand/left/output/haptic 1
4179421299 k /user/hand/right/output/haptic 1
4193309287 k /user/hand/left/output/haptic 1
4193309287 k /user/hand/right/output/haptic 1
4207193289 k /user/hand/left/output/haptic 1
4207193289 k /user/hand/right/output/haptic 1
4221074099 k /user/hand/left/output/haptic 1
4221074099 k /user/hand/right/output/haptic 1
4234963088 k /user/hand/left/output/haptic 1
4234963088 k /user/hand/right/output/haptic 1
4248844400 k /user/hand/left/output/haptic 1
4248844400 k /user/hand/right/output/haptic 1
4262733387 k /user/hand/left/output/haptic 1
4262733387 k /user/hand/right/output/haptic 1
4276613499 k /user/hand/left/output/haptic 1
4276613499 k /user/hand/right/output/haptic 1
4290502389 k /user/hand/left/output/haptic 1
4290502389 k /user/hand/right/output/haptic 1
4304388789 k /user/hand/left/output/haptic 1
4304388789 k /user/hand/right/output/haptic 1
4318266200 k /user/hand/left/output/haptic 1
4318266200 k /user/hand/right/output/haptic 1
4332154800 k /user/hand/left/output/haptic 1
4332154800 k /user/hand/right/output/haptic 1
4346043587 k /user/hand/left/output/haptic 1
4346043587 k /user/hand/right/output/haptic 1
4359925887 k /user/hand/left/output/haptic 1
4359925887 k /user/hand/right/output/haptic 1
4373808889 k /user/hand/left/output/haptic 1
4373808889 k /user/hand/right/output/haptic 1
4387690300 k /user/hand/left/output/haptic 1
4387690300 k /user/hand/right/output/haptic 1
4401579188 k /user/hand/left/output/haptic 1
4401579188 k /user/hand/right/output/haptic 1
4415459000 k /user/hand/left/output/haptic 1
4415459000 k /user/hand/right/output/haptic 1
4429347888 k /user/hand/left/output/haptic 1
4429347888 k /user/hand/right/output/haptic 1
4443232100 k /user/hand/left/output/haptic 1
4443232100 k /user/hand/right/output/haptic 1
4457116599 k /user/hand/left/output/haptic 1
4457116599 k /user/hand/right/output/haptic 1
4471005487 k /user/hand/left/output/haptic 1
4471005487 k /user/hand/right/output/haptic 1
4484882600 k /user/hand/left/output/haptic 1
4484882600 k /user/hand/right/output/haptic 1
4498775501 k /user/hand/left/output/haptic 1
4498775501 k /user/hand/right/output/haptic 1
4512664390 k /user/hand/left/output/haptic 1
4512664390 k /user/hand/right/output/haptic 1
4526545588 k /user/hand/left/output/haptic 1
4526545588 k /user/hand/right/output/haptic 1
4540430290 k /user/hand/left/output/haptic 1
4540430290 k /user/hand/right/output/haptic 1
4554307400 k /user/hand/left/output/haptic 1
4554307400 k /user/hand/right/output/haptic 1
4568192099 k /user/hand/left/output/haptic 1
4568192099 k /user/hand/right/output/haptic 1
4582080989 k /user/hand/left/output/haptic 1
4582080989 k /user/hand/right/output/haptic 1
