timestamp,net.bytes_sent.Bluetooth Network Connection,net.bytes_recv.Bluetooth Network Connection,net.packets_sent.Bluetooth Network Connection,net.packets_recv.Bluetooth Network Connection,net.errin.Bluetooth Network Connection,net.errout.Bluetooth Network Connection,net.dropin.Bluetooth Network Connection,net.dropout.Bluetooth Network Connection,net.bytes_sent.Ethernet,net.bytes_recv.Ethernet,net.packets_sent.Ethernet,net.packets_recv.Ethernet,net.errin.Ethernet,net.errout.Ethernet,net.dropin.Ethernet,net.dropout.Ethernet,net.bytes_sent.Local Area Connection* 10,net.bytes_recv.Local Area Connection* 10,net.packets_sent.Local Area Connection* 10,net.packets_recv.Local Area Connection* 10,net.errin.Local Area Connection* 10,net.errout.Local Area Connection* 10,net.dropin.Local Area Connection* 10,net.dropout.Local Area Connection* 10,net.bytes_sent.Local Area Connection* 9,net.bytes_recv.Local Area Connection* 9,net.packets_sent.Local Area Connection* 9,net.packets_recv.Local Area Connection* 9,net.errin.Local Area Connection* 9,net.errout.Local Area Connection* 9,net.dropin.Local Area Connection* 9,net.dropout.Local Area Connection* 9,net.bytes_sent.Loopback Pseudo-Interface 1,net.bytes_recv.Loopback Pseudo-Interface 1,net.packets_sent.Loopback Pseudo-Interface 1,net.packets_recv.Loopback Pseudo-Interface 1,net.errin.Loopback Pseudo-Interface 1,net.errout.Loopback Pseudo-Interface 1,net.dropin.Loopback Pseudo-Interface 1,net.dropout.Loopback Pseudo-Interface 1,net.bytes_sent.Wi-Fi,net.bytes_recv.Wi-Fi,net.packets_sent.Wi-Fi,net.packets_recv.Wi-Fi,net.errin.Wi-Fi,net.errout.Wi-Fi,net.dropin.Wi-Fi,net.dropout.Wi-Fi,disk.read_count.PhysicalDrive0,disk.read_bytes.PhysicalDrive0,disk.write_count.PhysicalDrive0,disk.write_bytes.PhysicalDrive0,cpu.dpc,cpu.idle,cpu.interrupt,cpu.system,cpu.user,cpu.percent,cpu.freq.current,cpu.freq.min,cpu.freq.max,cpu.ctx_switches,cpu.interrupts,cpu.soft_interrupts,cpu.syscalls
1709219437007.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94038097878,9275301939,18349653,20182392,0,0,0,0,321687,12158292480,259542,5216429568,199.453125,177299.25,111.671875,737.953125,744.875,2.6,4701.0,0.0,4701.0,507465883,299205668,0,1387543667
1709219438011.5579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94045851705,9276461939,18356486,20185145,0,0,0,0,321691,12158358016,259628,5217625600,199.515625,177310.75,111.703125,738.265625,745.1875,5.9,4701.0,0.0,4701.0,507565472,299258712,0,1387998938
1709219438994.2703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94052878765,9277508547,18362780,20187761,0,0,0,0,321692,12158374400,259634,5217752576,199.5625,177321.953125,111.75,738.515625,745.421875,4.9,4701.0,0.0,4701.0,507653624,299306245,0,1388312870
1709219439997.2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94060347782,9278572270,18369509,20190536,0,0,0,0,321693,12158390784,259703,5218510336,199.625,177333.890625,111.765625,738.703125,745.453125,2.4,4701.0,0.0,4701.0,507727251,299346550,0,1388525496
1709219440991.2803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94068419963,9279645077,18376655,20193331,0,0,0,0,321693,12158390784,259744,5219788288,199.65625,177345.5,111.796875,738.875,745.515625,2.5,4701.0,0.0,4701.0,507798513,299385429,0,1388734985
1709219442005.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94077685244,9280735995,18384596,20196177,0,0,0,0,321693,12158390784,259790,5220226560,199.703125,177357.578125,111.796875,738.953125,745.546875,1.3,4701.0,0.0,4701.0,507871247,299425306,0,1388947242
1709219443005.4963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94087892525,9281820159,18393103,20198994,0,0,0,0,321694,12158411264,259790,5220226560,199.734375,177368.453125,111.828125,739.28125,746.328125,9.7,4701.0,0.0,4701.0,507948102,299468071,0,1389182966
1709219444013.7769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94099273080,9282903980,18402428,20201849,0,0,0,0,321694,12158411264,259840,5220750848,199.796875,177380.171875,111.84375,739.46875,746.625,4.6,4701.0,0.0,4701.0,508041833,299526619,0,1389493103
1709219445009.0898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94109815021,9284023857,18411612,20204779,0,0,0,0,321694,12158411264,259885,5221127680,199.828125,177391.78125,111.875,739.59375,746.703125,2.2,4701.0,0.0,4701.0,508130143,299577272,0,1389729406
1709219446007.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94121477318,9285123414,18421632,20207747,0,0,0,0,321694,12158411264,259888,5221168640,199.890625,177403.546875,111.875,739.78125,746.75,2.5,4701.0,0.0,4701.0,508215869,299624494,0,1389966597
1709219447004.4202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94132939971,9286222211,18431421,20210684,0,0,0,0,321694,12158411264,259924,5221602816,199.953125,177415.40625,111.890625,739.875,746.796875,1.8,4701.0,0.0,4701.0,508302562,299673286,0,1390229366
1709219448013.1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94140122276,9287340634,18438387,20213676,0,0,0,0,321696,12158460416,259948,5222049280,199.96875,177427.28125,111.90625,740.0,746.953125,2.6,4701.0,0.0,4701.0,508384433,299717090,0,1390461079
1709219449008.5833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94146525587,9288443274,18444777,20216603,0,0,0,0,321697,12158476800,259985,5222606336,199.96875,177438.703125,111.9375,740.140625,747.234375,3.8,4701.0,0.0,4701.0,508471236,299763283,0,1390700064
1709219450006.3076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94154779615,9289534235,18452457,20219495,0,0,0,0,321697,12158476800,259985,5222606336,199.984375,177450.53125,111.953125,740.25,747.296875,1.7,4701.0,0.0,4701.0,508561627,299811502,0,1390994094
1709219451007.0557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94164141738,9290646616,18460959,20222618,0,0,0,0,321697,12158476800,260020,5223024128,200.0625,177462.234375,111.984375,740.453125,747.390625,3.4,4701.0,0.0,4701.0,508647455,299857495,0,1391220657
1709219452006.5542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94173880216,9291725780,18469643,20225646,0,0,0,0,321697,12158476800,260049,5223323136,200.125,177473.953125,112.015625,740.6875,747.4375,3.1,4701.0,0.0,4701.0,508731602,299902642,0,1391446765
1709219453006.6697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94183710457,9292840712,18478426,20228702,0,0,0,0,321698,12158509568,260085,5223708160,200.171875,177485.859375,112.015625,740.765625,747.453125,1.2,4701.0,0.0,4701.0,508817275,299948318,0,1391707101
1709219454001.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94194626826,9293945124,18487890,20231787,0,0,0,0,321698,12158509568,260087,5223753216,200.234375,177497.6875,112.015625,740.859375,747.53125,1.9,4701.0,0.0,4701.0,508903838,299997991,0,1391952084
