Timestamp,BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE,power
0.0,-1980956,4124,8.169462544
1.008,-1853026,4124,7.641879223999999
2.012,-1850584,4124,7.631808415999999
3.016,-1883299,4124,7.766725075999999
4.019,-1898436,4124,7.829150063999999
5.024,-1872557,4124,7.722425068
6.029,-1856444,4124,7.655975055999999
7.034,-1873045,4117,7.711326265
8.037,-1864256,4117,7.675141952000001
9.041,-1496581,4117,6.161423977
10.046,-1539549,4117,6.338323233000001
11.05,-1604491,4117,6.605689447
12.054,-1699217,4117,6.995676389000001
13.057,-1574706,4117,6.483064602
14.064,-1582030,4117,6.5132175100000005
15.068,-1599120,4117,6.58357704
16.072,-1599608,4117,6.585586136
17.075,-1523436,4135,6.29940786
18.08,-1684569,4135,6.965692815
19.085,-1577635,4135,6.523520724999999
20.091,-1577147,4135,6.521502844999999
21.095,-1577147,4135,6.521502844999999
22.099,-1507811,4135,6.234798485
23.103,-1527342,4135,6.31555917
24.107,-1511229,4135,6.248931914999999
25.11,-1524901,4135,6.305465635
26.113,-1678710,4135,6.94146585
27.117,-1924803,4126,7.941737178000001
28.121,-1908690,4126,7.8752549400000005
29.125,-1773924,4126,7.319210424
30.132,-1891600,4126,7.804741600000001
31.135,-1860350,4126,7.675804100000001
32.14,-1821776,4126,7.516647776000001
33.144,-1918944,4126,7.917562944
34.148,-1869139,4126,7.712067514
35.151,-1863768,4126,7.689906768000001
36.155,-1852049,4126,7.641554174000001
37.159,-1888670,4111,7.7643223699999995
38.167,-1965819,4111,8.081481908999999
39.171,-1970702,4111,8.101555922
40.177,-1889647,4111,7.768338816999999
41.181,-2031737,4111,8.352470807
42.186,-1901854,4111,7.818521794
43.191,-1920409,4111,7.894801398999999
44.194,-1887694,4111,7.760310034
45.198,-1896483,4111,7.796441612999999
46.203,-1854002,4111,7.6218022219999995
47.207,-1858397,4110,7.63801167
48.21,-1889647,4110,7.76644917
49.213,-1843749,4110,7.577808390000001
50.217,-1855467,4110,7.625969370000002
51.221,-1847655,4110,7.593862050000001
52.225,-1885741,4110,7.75039551
53.229,-1884764,4110,7.74638004
54.233,-1884764,4110,7.74638004
55.237,-1865721,4110,7.668113310000001
56.241,-1849608,4110,7.601888880000001
57.245,-1862792,4108,7.652349535999999
58.254,-1838866,4108,7.554061527999999
59.258,-1865233,4108,7.662377163999999
60.263,-1879881,4108,7.722551148
61.266,-1861815,4108,7.6483360199999995
62.27,-1853514,4108,7.614235511999999
63.273,-1980956,4108,8.137767248
64.277,-1845213,4108,7.580135004
65.283,-1959471,4108,8.049506868
66.287,-1886229,4108,7.748628731999999
67.292,-1877928,4103,7.705138583999999
68.297,-1870604,4103,7.6750882119999995
69.3,-1876952,4103,7.701134055999999
70.304,-1856932,4103,7.618991996
71.308,-1849120,4103,7.586939359999999
72.312,-2016112,4103,8.272107536
73.315,-1849608,4103,7.588941623999999
74.32,-1916991,4103,7.865414072999999
75.325,-1832518,4103,7.518821354
76.33,-1881834,4103,7.721164902
77.335,-1848143,4103,7.582930729
78.34,-1851561,4103,7.596954782999999
79.343,-1882323,4103,7.723171269000001
80.348,-1869139,4103,7.669077316999999
81.352,-1861327,4103,7.637024681
82.355,-1900389,4103,7.797296066999999
83.363,-1849608,4103,7.588941623999999
84.367,-1934569,4103,7.937536606999999
85.371,-1839842,4103,7.548871726000001
86.379,-1836424,4103,7.534847672
87.382,-1874999,4100,7.6874959
88.385,-1884764,4100,7.7275323999999985
89.389,-1875487,4100,7.689496699999999
90.393,-1866698,4100,7.6534618000000005
91.396,-1879393,4099,7.703631907000001
92.401,-1865233,4099,7.645590067
93.406,-1819335,4099,7.457454165000001
94.409,-1823241,4099,7.473464859
95.413,-1781249,4099,7.301339651000001
96.417,-1804198,4103,7.402624394
97.421,-1772948,4103,7.274405644000001
98.424,-1732909,4103,7.1101256269999995
99.43,-1647460,4103,6.75952838
100.433,-1789061,4103,7.340517283
101.439,-1768065,4103,7.2543706949999995
102.444,-1771483,4103,7.268394749
103.451,-1772460,4103,7.27240338
104.456,-1809081,4103,7.422659342999999
105.46,-1793456,4103,7.358549967999999
106.463,-1804686,4102,7.402821972000001
107.467,-1791014,4102,7.346739428
108.471,-1854979,4102,7.609123858
109.475,-1811522,4102,7.430863244
110.479,-1829588,4102,7.504969976000001
111.483,-1833006,4102,7.518990612000001
112.488,-1872557,4102,7.681228814000001
113.493,-1979979,4102,8.121873858
114.497,-1871581,4102,7.677225262
115.501,-1893553,4102,7.767354406000001
116.504,-2019530,4087,8.25381911
117.508,-1905760,4087,7.788841119999999
118.511,-1926756,4087,7.874651772
119.515,-1911620,4087,7.812790939999999
120.523,-1908202,4087,7.798821574
121.527,-1920409,4087,7.848711583
122.535,-1906737,4087,7.792834119
123.539,-1903807,4087,7.780859209
124.542,-1904295,4087,7.782853665
125.545,-1902342,4087,7.774871754
126.549,-1916502,4091,7.840409682
127.553,-1910643,4091,7.816440513000001
128.557,-1906249,4091,7.798464659
129.564,-1903319,4091,7.786478029
130.569,-1965819,4091,8.042165529
131.573,-1895018,4091,7.752518638000001
132.577,-1941405,4091,7.942287855000001
133.581,-1949217,4091,7.974246747000001
134.585,-1928221,4091,7.8883521110000006
135.588,-1906737,4091,7.8004610670000005
136.592,-1917967,4090,7.84448503
137.598,-1895995,4090,7.754619549999999
138.603,-1905760,4090,7.7945584
139.606,-1949706,4090,7.974297539999999
140.61,-1909178,4090,7.80853802
141.614,-1935057,4090,7.91438313
142.618,-1957518,4090,8.006248620000001
143.621,-1943358,4090,7.94833422
144.625,-1910155,4090,7.81253395
145.631,-1912108,4090,7.8205217199999995
146.635,-2097655,4079,8.556334745
147.639,-1924803,4079,7.851271436999999
148.643,-1898436,4079,7.743720443999999
149.647,-2084471,4079,8.502557209
150.651,-1937010,4079,7.901063789999999
151.654,-1908202,4079,7.783555957999999
152.658,-1943846,4079,7.928947834
153.662,-1921385,4079,7.837329414999999
154.666,-1935057,4079,7.893097503
155.669,-1961424,4079,8.000648496
156.673,-1889159,4088,7.7228819920000005
157.682,-1846678,4088,7.549219664000001
158.686,-1865721,4088,7.627067448
159.691,-1902342,4088,7.776774096000001
160.695,-1929198,4088,7.886561424000001
161.699,-1941405,4088,7.93646364
162.703,-1966795,4088,8.04025796
163.706,-1955565,4088,7.99434972
164.709,-1944334,4088,7.948437392
165.714,-1942381,4088,7.940453528000001
166.719,-1950194,4083,7.962642102
167.725,-1915526,4083,7.821092658
168.729,-1958006,4083,7.994538498000001
169.734,-1928709,4083,7.874918847
170.738,-1972655,4083,8.054350365000001
171.741,-1925780,4083,7.862959740000001
172.745,-1909178,4083,7.795173774
173.749,-1905272,4083,7.779225576
174.754,-1935545,4083,7.902830235000001
175.759,-1895018,4083,7.737358494
176.763,-1930174,4083,7.880900442000001
177.773,-1917967,4083,7.831059261000001
178.778,-1886717,4083,7.703465511000001
179.782,-2008788,4083,8.201881404
180.786,-1964842,4083,8.022449886
181.789,-1942381,4083,7.930741623000001
182.794,-1877440,4083,7.665587520000001
183.799,-1924803,4083,7.858970649000001
184.807,-1859374,4083,7.591824042000001
185.811,-1927733,4084,7.872861571999999
186.814,-1912108,4082,7.805224856
187.817,-1915038,4082,7.817185116
188.821,-1881834,4082,7.681646388
189.825,-1937010,4082,7.90687482
190.83,-1940916,4082,7.922819111999999
191.835,-1913573,4082,7.811204986000001
192.838,-1893553,4082,7.729483346
193.843,-1897459,4082,7.745427638
194.847,-1877440,4082,7.6637100799999995
195.851,-1930174,4082,7.878970268
196.854,-1898436,4081,7.747517316000001
197.859,-1912108,4081,7.803312748000001
198.862,-1907225,4081,7.783385225000001
199.865,-1861815,4081,7.598067015000001
200.869,-1988280,4081,8.11417068
201.873,-1854979,4081,7.570169299000001
202.881,-1807127,4081,7.374885287000001
203.885,-1943358,4081,7.930843998
204.889,-1876463,4081,7.657845503000001
205.893,-1846190,4081,7.53430139
206.898,-1858397,4083,7.587834951
207.901,-1826170,4083,7.45625211
208.904,-1806639,4083,7.376507037
209.908,-1808104,4083,7.382488632
210.913,-1829100,4083,7.4682153
211.917,-1807127,4083,7.378499541
212.922,-1697264,4083,6.929928912
213.927,-1815428,4083,7.412392524
214.93,-1817381,4083,7.4203666230000005
215.933,-1867674,4083,7.625712942000001
216.936,-1856444,4082,7.578004408
217.94,-1855467,4082,7.574016294000001
218.943,-1916991,4082,7.825157261999999
219.947,-1931639,4082,7.884950397999999
220.951,-1860350,4082,7.593948699999999
221.957,-1924315,4082,7.85505383
222.961,-1958495,4082,7.994576589999999
223.965,-1923827,4082,7.853061813999999
