timestamp,net.bytes_sent.Bluetooth Network Connection,net.bytes_recv.Bluetooth Network Connection,net.packets_sent.Bluetooth Network Connection,net.packets_recv.Bluetooth Network Connection,net.errin.Bluetooth Network Connection,net.errout.Bluetooth Network Connection,net.dropin.Bluetooth Network Connection,net.dropout.Bluetooth Network Connection,net.bytes_sent.Ethernet,net.bytes_recv.Ethernet,net.packets_sent.Ethernet,net.packets_recv.Ethernet,net.errin.Ethernet,net.errout.Ethernet,net.dropin.Ethernet,net.dropout.Ethernet,net.bytes_sent.Local Area Connection* 1,net.bytes_recv.Local Area Connection* 1,net.packets_sent.Local Area Connection* 1,net.packets_recv.Local Area Connection* 1,net.errin.Local Area Connection* 1,net.errout.Local Area Connection* 1,net.dropin.Local Area Connection* 1,net.dropout.Local Area Connection* 1,net.bytes_sent.Local Area Connection* 2,net.bytes_recv.Local Area Connection* 2,net.packets_sent.Local Area Connection* 2,net.packets_recv.Local Area Connection* 2,net.errin.Local Area Connection* 2,net.errout.Local Area Connection* 2,net.dropin.Local Area Connection* 2,net.dropout.Local Area Connection* 2,net.bytes_sent.Loopback Pseudo-Interface 1,net.bytes_recv.Loopback Pseudo-Interface 1,net.packets_sent.Loopback Pseudo-Interface 1,net.packets_recv.Loopback Pseudo-Interface 1,net.errin.Loopback Pseudo-Interface 1,net.errout.Loopback Pseudo-Interface 1,net.dropin.Loopback Pseudo-Interface 1,net.dropout.Loopback Pseudo-Interface 1,net.bytes_sent.Wi-Fi,net.bytes_recv.Wi-Fi,net.packets_sent.Wi-Fi,net.packets_recv.Wi-Fi,net.errin.Wi-Fi,net.errout.Wi-Fi,net.dropin.Wi-Fi,net.dropout.Wi-Fi,disk.read_count.PhysicalDrive0,disk.read_bytes.PhysicalDrive0,disk.write_count.PhysicalDrive0,disk.write_bytes.PhysicalDrive0,disk.read_count.PhysicalDrive1,disk.read_bytes.PhysicalDrive1,disk.write_count.PhysicalDrive1,disk.write_bytes.PhysicalDrive1,cpu.dpc,cpu.idle,cpu.interrupt,cpu.system,cpu.user,cpu.percent,cpu.freq.current,cpu.freq.min,cpu.freq.max,cpu.ctx_switches,cpu.interrupts,cpu.soft_interrupts,cpu.syscalls
1709236598760.4983,0,0,0,0,0,0,0,0,9324697320,5827842912,6906983,6574174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5458650132,1595668737,5663565,4251710,0,0,0,0,857708,38110309888,649806,21891825664,114,217600,0,0,307.015625,213845.20312499997,223.171875,2943.250000000029,5020.65625,12.5,4701.0,0.0,4701.0,486241659,337224087,0,2936695930
1709236599762.317,0,0,0,0,0,0,0,0,9324711069,5827865109,6907102,6574268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5462157664,1596669464,5667367,4254220,0,0,0,0,857708,38110309888,649814,21892231168,114,217600,0,0,307.09375,213856.24999999997,223.1875,2943.656250000029,5021.21875,8.8,4701.0,0.0,4701.0,486299429,337259849,0,2936862535
1709236600761.4753,0,0,0,0,0,0,0,0,9324726870,5827892112,6907223,6574381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5464708382,1597651233,5670492,4256566,0,0,0,0,857708,38110309888,649836,21892571136,114,217600,0,0,307.140625,213867.71874999997,223.21875,2944.015625000029,5021.390625,5.0,4701.0,0.0,4701.0,486354997,337294907,0,2937025929
1709236601763.3035,0,0,0,0,0,0,0,0,9324733743,5827917108,6907322,6574499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5468372826,1598658359,5674425,4259101,0,0,0,0,857708,38110309888,649839,21892587520,114,217600,0,0,307.203125,213878.95312499997,223.25,2944.484375000029,5021.6875,7.1,4701.0,0.0,4701.0,486409031,337328811,0,2937184519
1709236602764.5815,0,0,0,0,0,0,0,0,9324755883,5827940013,6907482,6574602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5471264570,1599662925,5677785,4261562,0,0,0,0,857708,38110309888,649840,21892591616,114,217600,0,0,307.25,213890.375,223.3125,2944.890625,5021.859375,5.7,4701.0,0.0,4701.0,486463057,337363167,0,2937348530
1709236603762.6785,0,0,0,0,0,0,0,0,9324761434,5827962027,6907563,6574689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5474936922,1600648531,5681695,4264053,0,0,0,0,857709,38110342656,649852,21893054464,114,217600,0,0,307.28125,213901.84375,223.359375,2945.296875,5021.984375,5.0,4701.0,0.0,4701.0,486513468,337394864,0,2937490490
1709236604760.394,0,0,0,0,0,0,0,0,9324767972,5827985053,6907648,6574786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5478060520,1601642047,5685214,4266479,0,0,0,0,857710,38110359040,649879,21893627904,114,217600,0,0,307.34375,213912.609375,223.375,2946.0625,5022.453125,10.9,4701.0,0.0,4701.0,486573643,337432791,0,2937759601
1709236605759.7942,0,0,0,0,0,0,0,0,9324785349,5828013447,6907789,6574909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5481749932,1602644630,5689122,4269003,0,0,0,0,857710,38110359040,649940,21894529024,114,217600,0,0,307.375,213924.21875,223.40625,2946.296875,5022.59375,3.6,4701.0,0.0,4701.0,486627652,337466621,0,2937915748
1709236606752.5437,0,0,0,0,0,0,0,0,9324791064,5828036510,6907871,6575004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5485544890,1603628963,5693079,4271460,0,0,0,0,857710,38110359040,649942,21894565888,114,217600,0,0,307.4375,213935.359375,223.421875,2946.84375,5022.90625,7.8,4701.0,0.0,4701.0,486682453,337501345,0,2938078980
1709236607752.4385,0,0,0,0,0,0,0,0,9324797282,5828059271,6907962,6575105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5490265906,1604626030,5697659,4273996,0,0,0,0,857710,38110359040,649966,21894942720,114,217600,0,0,307.484375,213946.8125,223.453125,2947.140625,5023.15625,5.2,4701.0,0.0,4701.0,486735331,337534654,0,2938228374
