CPU Level,GPU Level,CPU Frequency (MHz),GPU Frequency (MHz),FPS,Prd,Tear,Early,Stale,Stale2/5/10/max,VSnc,Lat,Fov,OC,TA,SP,Mem,Free,PLS,Temp,TW,App,GD,CPU&GPU,LCnt,GPU%,CPU%,DSF,CFL,ICFLp95,LD,SF,LP,DVFS,timestamp,device,app,app_details,type,is_wireless,repetition
5,4,1478,525,73,0ms,0,0,1,0/0/0/1,1,0,0,FF,0/70/0,N/F/N,1804MHz,2778,0,35.0C/0.0C,3.96ms,1.37ms,0.27ms,13.90ms,3(DR0,0.44,0.15(W0.22),1.00,16.07/21.84,19.67,0,1.21,0,0,02:09:54.025,old_experiments,Quest-2,BeatSaber-W,replay0.2,Quest-2,PopStars-Eas
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1804MHz,2778,0,35.0C/0.0C,3.95ms,1.35ms,0.27ms,13.87ms,3(DR0,0.44,0.18(W0.23),1.00,16.15/21.71,19.63,0,1.21,0,0,02:09:55.025,old_experiments,Quest-2,BeatSaber-W,replay0.2,Quest-2,PopStars-Eas
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2778,0,35.0C/0.0C,3.96ms,1.36ms,0.28ms,13.87ms,3(DR0,0.44,0.09(W0.11),1.00,15.88/22.36,19.54,0,1.21,0,0,02:09:56.025,old_experiments,Quest-2,BeatSaber-W,replay0.2,Quest-2,PopStars-Eas
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2778,0,35.0C/0.0C,3.97ms,1.37ms,0.28ms,13.87ms,3(DR0,0.43,0.07(W0.14),1.00,15.88/22.36,19.54,0,1.21,0,0,02:09:57.025,old_experiments,Quest-2,BeatSaber-W,replay0.2,Quest-2,PopStars-Eas
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2778,0,35.0C/0.0C,3.96ms,1.39ms,0.28ms,13.87ms,3(DR0,0.44,0.12(W0.19),1.00,15.74/21.66,19.52,0,1.21,0,0,02:09:58.025,old_experiments,Quest-2,BeatSaber-W,replay0.2,Quest-2,PopStars-Eas
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2778,0,35.0C/0.0C,3.95ms,1.31ms,0.27ms,13.87ms,3(DR0,0.44,0.09(W0.15),1.00,16.12/21.67,19.38,0,1.21,0,0,02:09:59.025,old_experiments,Quest-2,BeatSaber-W,replay0.2,Quest-2,PopStars-Eas
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2778,0,35.0C/0.0C,3.97ms,1.33ms,0.27ms,13.86ms,3(DR0,0.44,0.10(W0.14),1.00,15.91/21.60,19.50,0,1.21,0,0,02:10:00.025,old_experiments,Quest-2,BeatSaber-W,replay0.2,Quest-2,PopStars-Eas
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,2778,0,35.0C/0.0C,3.95ms,1.34ms,0.28ms,13.92ms,3(DR0,0.44,0.13(W0.15),1.00,15.85/21.54,19.49,0,1.21,0,0,02:10:01.025,old_experiments,Quest-2,BeatSaber-W,replay0.2,Quest-2,PopStars-Eas
5,4,1478,525,73,0ms,0,0,1,0/0/0/1,1,0,0,FF,0/70/0,N/F/N,1555MHz,2778,0,35.0C/0.0C,3.95ms,1.32ms,0.27ms,13.87ms,3(DR0,0.43,0.23(W0.29),1.00,16.00/21.48,19.51,0,1.21,0,0,02:10:02.025,old_experiments,Quest-2,BeatSaber-W,replay0.2,Quest-2,PopStars-Eas
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,2778,0,35.0C/0.0C,3.78ms,1.32ms,0.27ms,13.87ms,3(DR0,0.42,0.29(W0.35),1.00,15.86/21.42,19.51,0,1.21,0,0,02:10:03.025,old_experiments,Quest-2,BeatSaber-W,replay0.2,Quest-2,PopStars-Eas
5,4,1478,525,73,0ms,0,0,1,0/0/0/1,1,0,0,FF,0/70/0,N/F/N,1555MHz,2778,0,35.0C/0.0C,3.80ms,1.39ms,0.27ms,13.87ms,3(DR0,0.43,0.25(W0.36),1.00,16.02/21.78,19.51,0,1.21,0,0,02:10:04.026,old_experiments,Quest-2,BeatSaber-W,replay0.2,Quest-2,PopStars-Eas
5,4,1478,525,73,0ms,0,0,1,0/0/0/1,1,0,0,FF,0/70/0,N/F/N,1555MHz,2778,0,35.0C/0.0C,3.79ms,1.33ms,0.27ms,13.90ms,3(DR0,0.43,0.10(W0.15),1.00,15.81/21.58,19.47,0,1.21,0,0,02:10:05.026,old_experiments,Quest-2,BeatSaber-W,replay0.2,Quest-2,PopStars-Eas
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1804MHz,2778,0,35.0C/0.0C,3.79ms,1.32ms,0.27ms,13.87ms,3(DR0,0.42,0.19(W0.29),1.00,15.75/21.59,19.38,0,1.21,0,0,02:10:06.026,old_experiments,Quest-2,BeatSaber-W,replay0.2,Quest-2,PopStars-Eas
5,4,1478,525,72,0ms,0,0,1,0/0/0/1,1,0,0,FF,0/70/0,N/F/N,1804MHz,2778,0,35.0C/0.0C,3.82ms,1.30ms,0.27ms,13.87ms,3(DR0,0.42,0.17(W0.24),1.00,15.90/21.52,19.40,0,1.21,0,0,02:10:07.026,old_experiments,Quest-2,BeatSaber-W,replay0.2,Quest-2,PopStars-Eas
5,4,1478,525,73,0ms,0,0,1,0/0/0/1,1,0,0,FF,0/70/0,N/F/N,1555MHz,2778,0,35.0C/0.0C,3.84ms,1.42ms,0.27ms,13.86ms,3(DR0,0.43,0.18(W0.23),1.00,15.84/21.48,19.43,0,1.21,0,0,02:10:08.026,old_experiments,Quest-2,BeatSaber-W,replay0.2,Quest-2,PopStars-Eas
