CPU Level,GPU Level,CPU Frequency (MHz),GPU Frequency (MHz),FPS,Prd,Tear,Early,Stale,Stale2/5/10/max,VSnc,Lat,Fov,OC,TA,SP,Mem,Free,PLS,Temp,TW,App,GD,CPU&GPU,LCnt,GPU%,CPU%,DSF,CFL,ICFLp95,LD,SF,LP,DVFS,timestamp,altered_bandwidth,altered_dropchance,bandwidth,dropchance,device,app,app_details,is_record,is_wireless,repetition
3,4,1382,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,7923,0,28.2C/0.0C,3.63ms,0.91ms,0.25ms,13.59ms,2(DR0,0.37,0.19(W0.24),1.00,17.84/20.74,19.72,1,1.23,0,0,-2208944701.969,True,False,100,0,Quest-Pro,BeatSaber,PopStars-Medium,False,False,icate0.1
3,4,1382,525,71,0ms,0,0,2,1/0/0/2,1,0,0,FF,0/70/0,N/F/N,1555MHz,7923,0,28.5C/0.0C,3.66ms,0.83ms,0.25ms,13.67ms,2(DR0,0.36,0.10(W0.14),1.00,17.79/20.80,19.67,1,1.23,0,0,-2208944700.969,True,False,100,0,Quest-Pro,BeatSaber,PopStars-Medium,False,False,icate0.1
3,4,1382,525,73,0ms,0,0,7,0/1/0/7,1,0,0,FF,0/70/0,N/F/N,1555MHz,7923,0,28.5C/0.0C,3.64ms,0.88ms,0.25ms,13.86ms,2(DR0,0.38,0.09(W0.18),1.00,17.68/20.44,19.63,1,1.23,0,0,-2208944699.969,True,False,100,0,Quest-Pro,BeatSaber,PopStars-Medium,False,False,icate0.1
3,4,1382,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,7923,0,28.5C/0.0C,3.63ms,0.83ms,0.25ms,13.86ms,2(DR0,0.36,0.05(W0.10),1.00,17.76/20.51,19.66,1,1.23,0,0,-2208944698.969,True,False,100,0,Quest-Pro,BeatSaber,PopStars-Medium,False,False,icate0.1
3,4,1382,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,7923,0,28.5C/0.0C,3.64ms,0.86ms,0.25ms,13.86ms,2(DR0,0.37,0.10(W0.14),1.00,17.91/21.02,19.88,1,1.23,0,0,-2208944697.969,True,False,100,0,Quest-Pro,BeatSaber,PopStars-Medium,False,False,icate0.1
3,4,1382,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,7923,0,28.5C/0.0C,3.64ms,0.87ms,0.25ms,13.86ms,2(DR0,0.36,0.14(W0.18),1.00,17.84/20.62,19.77,1,1.23,0,0,-2208944696.969,True,False,100,0,Quest-Pro,BeatSaber,PopStars-Medium,False,False,icate0.1
3,4,1382,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1804MHz,7923,0,28.5C/0.0C,3.64ms,0.89ms,0.26ms,13.86ms,2(DR0,0.38,0.07(W0.10),1.00,17.86/20.66,19.79,1,1.23,0,0,-2208944695.969,True,False,100,0,Quest-Pro,BeatSaber,PopStars-Medium,False,False,icate0.1
3,4,1382,525,73,0ms,0,0,2,1/0/0/2,1,0,0,FF,0/70/0,N/F/N,1555MHz,7923,0,28.5C/0.0C,3.64ms,0.95ms,0.25ms,13.14ms,2(DR0,0.38,0.10(W0.11),1.00,17.83/20.53,19.73,1,1.23,0,0,-2208944694.969,True,False,100,0,Quest-Pro,BeatSaber,PopStars-Medium,False,False,icate0.1
3,4,1382,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,7923,0,28.5C/0.0C,3.63ms,0.92ms,0.25ms,13.12ms,2(DR0,0.38,0.11(W0.17),1.00,17.85/20.69,19.78,1,1.23,0,0,-2208944693.969,True,False,100,0,Quest-Pro,BeatSaber,PopStars-Medium,False,False,icate0.1
3,4,1382,525,69,0ms,0,0,10,0/0/1/10,1,0,0,FF,0/70/0,N/F/N,1555MHz,7927,0,28.5C/0.0C,3.66ms,0.89ms,0.25ms,14.20ms,2(DR0,0.37,0.11(W0.18),1.00,17.79/20.58,19.75,1,1.23,0,0,-2208944692.962,True,False,100,0,Quest-Pro,BeatSaber,PopStars-Medium,False,False,icate0.1
3,4,1382,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,7927,0,28.5C/0.0C,3.65ms,0.87ms,0.25ms,13.86ms,2(DR0,0.38,0.15(W0.16),1.00,17.83/20.82,19.75,1,1.23,0,0,-2208944691.969,True,False,100,0,Quest-Pro,BeatSaber,PopStars-Medium,False,False,icate0.1
3,4,1382,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,7927,0,28.2C/0.0C,3.65ms,0.79ms,0.25ms,13.86ms,2(DR0,0.36,0.09(W0.11),1.00,17.81/20.72,19.70,1,1.23,0,0,-2208944690.969,True,False,100,0,Quest-Pro,BeatSaber,PopStars-Medium,False,False,icate0.1
3,4,1382,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,7927,0,28.2C/0.0C,3.64ms,0.84ms,0.25ms,13.86ms,2(DR0,0.37,0.17(W0.25),1.00,17.71/20.47,19.65,1,1.23,0,0,-2208944689.969,True,False,100,0,Quest-Pro,BeatSaber,PopStars-Medium,False,False,icate0.1
